"site","site_type","site_id","variable_name","summary","voc_name","mw","category_1","category_2","category_1no","category_2no"
"Snyder & Vare","rotating",11,"etbenz","0.10 (0.06)","Ethylbenzene",106.17,"BTEX","BTEX",1,1
"Snyder & Vare","rotating",11,"xylenes","0.70 (0.41)","Xylenes",106.16,"BTEX","BTEX",1,1
"Snyder & Vare","rotating",11,"mpxylene","0.56 (0.32)","m,p-Xylene 2",106.16,"BTEX","BTEX",1,1
"Snyder & Vare","rotating",11,"oxylene","0.14 (0.08)","o-Xylene",106.16,"BTEX","BTEX",1,1
"Snyder & Vare","rotating",11,"benz1ethyl2methyl","0.03 (0.01)","1-ethyl-2-methyl-benzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"Snyder & Vare","rotating",11,"benz1ethyl3methyl","0.07 (0.03)","1-ethyl-3-methyl-benzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"Snyder & Vare","rotating",11,"benz1ethyl4methyl","0.03 (0.02)","1-ethyl-4-methyl-benzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"Snyder & Vare","rotating",11,"propylbenzene","0.04 (0.03)","Propylbenzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"Snyder & Vare","rotating",11,"mesitylene","0.07 (0.06)","Mesitylene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"Snyder & Vare","rotating",11,"benzene_1_2_3_trimethyl","0.04 (0.02)","1,2,3-Trimethylbenzene",120.194,"Benzene Derivatives","Alkylbenzenes",2,2
"Snyder & Vare","rotating",11,"benzene_1_4_diethyl","0.03 (0.02)","1,4-Diethylbenzene",134.221,"Benzene Derivatives","Alkylbenzenes",2,2
"Snyder & Vare","rotating",11,"heptane3methyl","0.12 (0.12)","3-methyl-heptane",114.23,"Alkanes","Branched Alkanes",3,3
"Snyder & Vare","rotating",11,"hexane2methyl","0.11 (0.10)","2-methyl-hexane",100.2,"Alkanes","Branched Alkanes",3,3
"Snyder & Vare","rotating",11,"butane_2_methyl","0.06 (0.04)","Isopentane",72.151,"Alkanes","Branched Alkanes",3,3
"Snyder & Vare","rotating",11,"pentane_2_methyl","0.86 (0.87)","Isohexane",86.178,"Alkanes","Branched Alkanes",3,3
"Snyder & Vare","rotating",11,"pentane_3_methyl","0.32 (0.40)","3-Methylpentane",86.178,"Alkanes","Branched Alkanes",3,3
"Snyder & Vare","rotating",11,"pentane_2_4_dimethyl","0.05 (0.05)","2,4-Dimethylpentane",100.205,"Alkanes","Branched Alkanes",3,3
"Snyder & Vare","rotating",11,"pentane_2_3_4_trimethyl","0.05 (0.03)","2,3,4-Trimethylpentane",114.232,"Alkanes","Branched Alkanes",3,3
"Snyder & Vare","rotating",11,"hexane_3_methyl","0.25 (0.25)","3-Methylhexane",100.205,"Alkanes","Branched Alkanes",5,3
"Snyder & Vare","rotating",11,"heptane","0.17 (0.16)","Heptane",100.21,"Alkanes","C6-C9 Alkanes",3,4
"Snyder & Vare","rotating",11,"hexane","0.20 (0.20)","n-Hexane",86.18,"Alkanes","C6-C9 Alkanes",3,4
"Snyder & Vare","rotating",11,"nonane","0.16 (0.14)","Nonane",128.25,"Alkanes","C6-C9 Alkanes",3,4
"Snyder & Vare","rotating",11,"octane","0.11 (0.09)","Octane",114.23,"Alkanes","C6-C9 Alkanes",3,4
"Snyder & Vare","rotating",11,"decane","0.10 (0.07)","Decane",149.29,"Alkanes","C10-C12 Alkanes",3,5
"Snyder & Vare","rotating",11,"dodecane","0.08 (0.10)","Dodecane",170.34,"Alkanes","C10-C12 Alkanes",3,5
"Snyder & Vare","rotating",11,"undecane","0.14 (0.15)","Undecane",156.31,"Alkanes","C10-C12 Alkanes",3,5
"Snyder & Vare","rotating",11,"cyclohexane_methyl","0.29 (0.60)","Methylcyclohexane",98.189,"Cyclohexanes","Cyclohexanes",4,6
"Snyder & Vare","rotating",11,"x2_pentene_z_cis","0.01 (0.01)","cis-2-Pentene",70.1329,"Alkenes","Alkenes",5,7
"Snyder & Vare","rotating",11,"x1_3_butadiene_2_methyl","0.01 (0.03)","Isoprene",68.12,"Alkenes","Alkenes",5,7
"Snyder & Vare","rotating",11,"x1_hexene","0.06 (0.03)","1-Hexene",84.162,"Alkenes","Alkenes",5,7
"Snyder & Vare","rotating",11,"methyl_isobutyl_ketone","0.01 (0.01)","Methyl isobutyl ketone",100.16,"Ketones","Ketones",6,8
"Snyder & Vare","rotating",11,"x2_hexanone","0.00 (0.00)","2-Hexanone",100.161,"Ketones","Ketones",6,8
"Snyder & Vare","rotating",11,"benz12chloro","0.02 (0.00)","1,2-dichlorobenzene",147.01,"Benzene Derivatives","Chlorinated Compounds",2,9
"Snyder & Vare","rotating",11,"tce","0.01 (0.01)","Tetrachloroethylene",165.83,"Chlorinated Compounds","Chlorinated Compounds",7,9
"Snyder & Vare","rotating",11,"trichlorofluoromethane","0.07 (0.09)","Trichloromonofluoromethane",137.37,"Chlorinated Compounds","Chlorinated Compounds",7,9
"Snyder & Vare","rotating",11,"trichloromethane","0.03 (0.01)","Chloroform",119.37,"Chlorinated Compounds","Chlorinated Compounds",7,9
"Snyder & Vare","rotating",11,"carbon_tetrachloride","0.24 (0.13)","Carbon tetrachloride",153.81,"Chlorinated Compounds","Chlorinated Compounds",7,9
"29th & Moore","rotating",12,"benzene","0.36 (0.24)","Benzene",78.11,"BTEX","BTEX",1,1
"29th & Moore","rotating",12,"toluene","0.52 (0.32)","Toluene",92.14,"BTEX","BTEX",1,1
"29th & Moore","rotating",12,"etbenz","0.11 (0.03)","Ethylbenzene",106.17,"BTEX","BTEX",1,1
"29th & Moore","rotating",12,"xylenes","0.78 (0.39)","Xylenes",106.16,"BTEX","BTEX",1,1
"29th & Moore","rotating",12,"mpxylene","0.63 (0.34)","m,p-Xylene 2",106.16,"BTEX","BTEX",1,1
"29th & Moore","rotating",12,"oxylene","0.15 (0.05)","o-Xylene",106.16,"BTEX","BTEX",1,1
"29th & Moore","rotating",12,"benz1ethyl2methyl","0.03 (0.00)","1-ethyl-2-methyl-benzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"29th & Moore","rotating",12,"benz1ethyl3methyl","0.06 (0.01)","1-ethyl-3-methyl-benzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"29th & Moore","rotating",12,"benz1ethyl4methyl","0.03 (0.00)","1-ethyl-4-methyl-benzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"29th & Moore","rotating",12,"propylbenzene","0.03 (0.00)","Propylbenzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"29th & Moore","rotating",12,"mesitylene","0.07 (0.01)","Mesitylene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"29th & Moore","rotating",12,"benzene_1_2_3_trimethyl","0.03 (0.00)","1,2,3-Trimethylbenzene",120.194,"Benzene Derivatives","Alkylbenzenes",2,2
"29th & Moore","rotating",12,"benzene_1_4_diethyl","0.01 (0.01)","1,4-Diethylbenzene",134.221,"Benzene Derivatives","Alkylbenzenes",2,2
"29th & Moore","rotating",12,"heptane3methyl","0.11 (0.01)","3-methyl-heptane",114.23,"Alkanes","Branched Alkanes",3,3
"29th & Moore","rotating",12,"hexane2methyl","0.14 (0.10)","2-methyl-hexane",100.2,"Alkanes","Branched Alkanes",3,3
"29th & Moore","rotating",12,"butane_2_methyl","0.08 (0.10)","Isopentane",72.151,"Alkanes","Branched Alkanes",3,3
"29th & Moore","rotating",12,"pentane_2_methyl","0.83 (0.66)","Isohexane",86.178,"Alkanes","Branched Alkanes",3,3
"29th & Moore","rotating",12,"pentane_3_methyl","0.30 (0.22)","3-Methylpentane",86.178,"Alkanes","Branched Alkanes",3,3
"29th & Moore","rotating",12,"pentane_2_4_dimethyl","0.05 (0.02)","2,4-Dimethylpentane",100.205,"Alkanes","Branched Alkanes",3,3
"29th & Moore","rotating",12,"pentane_2_3_4_trimethyl","0.05 (0.01)","2,3,4-Trimethylpentane",114.232,"Alkanes","Branched Alkanes",3,3
"29th & Moore","rotating",12,"hexane_3_methyl","0.30 (0.18)","3-Methylhexane",100.205,"Alkanes","Branched Alkanes",5,3
"29th & Moore","rotating",12,"heptane","0.18 (0.12)","Heptane",100.21,"Alkanes","C6-C9 Alkanes",3,4
"29th & Moore","rotating",12,"hexane","0.27 (0.26)","n-Hexane",86.18,"Alkanes","C6-C9 Alkanes",3,4
"29th & Moore","rotating",12,"nonane","0.12 (0.05)","Nonane",128.25,"Alkanes","C6-C9 Alkanes",3,4
"29th & Moore","rotating",12,"octane","0.08 (0.02)","Octane",114.23,"Alkanes","C6-C9 Alkanes",3,4
"29th & Moore","rotating",12,"decane","0.08 (0.02)","Decane",149.29,"Alkanes","C10-C12 Alkanes",3,5
"29th & Moore","rotating",12,"dodecane","0.09 (0.13)","Dodecane",170.34,"Alkanes","C10-C12 Alkanes",3,5
"29th & Moore","rotating",12,"undecane","0.11 (0.10)","Undecane",156.31,"Alkanes","C10-C12 Alkanes",3,5
"29th & Moore","rotating",12,"cyclohexane_methyl","0.21 (0.08)","Methylcyclohexane",98.189,"Cyclohexanes","Cyclohexanes",4,6
"29th & Moore","rotating",12,"x2_pentene_z_cis","0.01 (0.01)","cis-2-Pentene",70.1329,"Alkenes","Alkenes",5,7
"29th & Moore","rotating",12,"x1_3_butadiene_2_methyl","0.02 (0.02)","Isoprene",68.12,"Alkenes","Alkenes",5,7
"29th & Moore","rotating",12,"x1_hexene","0.05 (0.02)","1-Hexene",84.162,"Alkenes","Alkenes",5,7
"29th & Moore","rotating",12,"methyl_isobutyl_ketone","0.00 (0.00)","Methyl isobutyl ketone",100.16,"Ketones","Ketones",6,8
"29th & Moore","rotating",12,"x2_hexanone","0.00 (0.00)","2-Hexanone",100.161,"Ketones","Ketones",6,8
"29th & Moore","rotating",12,"benz12chloro","0.03 (0.01)","1,2-dichlorobenzene",147.01,"Benzene Derivatives","Chlorinated Compounds",2,9
"29th & Moore","rotating",12,"tce","0.02 (0.01)","Tetrachloroethylene",165.83,"Chlorinated Compounds","Chlorinated Compounds",7,9
"29th & Moore","rotating",12,"trichlorofluoromethane","0.05 (0.07)","Trichloromonofluoromethane",137.37,"Chlorinated Compounds","Chlorinated Compounds",7,9
"29th & Moore","rotating",12,"trichloromethane","0.04 (0.02)","Chloroform",119.37,"Chlorinated Compounds","Chlorinated Compounds",7,9
"29th & Moore","rotating",12,"carbon_tetrachloride","0.27 (0.20)","Carbon tetrachloride",153.81,"Chlorinated Compounds","Chlorinated Compounds",7,9
"Wharton Park","rotating",13,"benzene","0.28 (0.16)","Benzene",78.11,"BTEX","BTEX",1,1
"Wharton Park","rotating",13,"toluene","0.34 (0.07)","Toluene",92.14,"BTEX","BTEX",1,1
"Wharton Park","rotating",13,"etbenz","0.09 (0.02)","Ethylbenzene",106.17,"BTEX","BTEX",1,1
"Wharton Park","rotating",13,"xylenes","0.64 (0.22)","Xylenes",106.16,"BTEX","BTEX",1,1
"Wharton Park","rotating",13,"mpxylene","0.51 (0.18)","m,p-Xylene 2",106.16,"BTEX","BTEX",1,1
"Wharton Park","rotating",13,"oxylene","0.13 (0.03)","o-Xylene",106.16,"BTEX","BTEX",1,1
"Wharton Park","rotating",13,"benz1ethyl2methyl","0.02 (0.01)","1-ethyl-2-methyl-benzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"Wharton Park","rotating",13,"benz1ethyl3methyl","0.05 (0.02)","1-ethyl-3-methyl-benzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"Wharton Park","rotating",13,"benz1ethyl4methyl","0.02 (0.01)","1-ethyl-4-methyl-benzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"Wharton Park","rotating",13,"propylbenzene","0.03 (0.01)","Propylbenzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"Wharton Park","rotating",13,"mesitylene","0.06 (0.02)","Mesitylene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"Wharton Park","rotating",13,"benzene_1_2_3_trimethyl","0.02 (0.01)","1,2,3-Trimethylbenzene",120.194,"Benzene Derivatives","Alkylbenzenes",2,2
"Wharton Park","rotating",13,"benzene_1_4_diethyl","0.01 (0.00)","1,4-Diethylbenzene",134.221,"Benzene Derivatives","Alkylbenzenes",2,2
"Wharton Park","rotating",13,"heptane3methyl","0.07 (0.02)","3-methyl-heptane",114.23,"Alkanes","Branched Alkanes",3,3
"Wharton Park","rotating",13,"hexane2methyl","0.10 (0.05)","2-methyl-hexane",100.2,"Alkanes","Branched Alkanes",3,3
"Wharton Park","rotating",13,"butane_2_methyl","0.06 (0.08)","Isopentane",72.151,"Alkanes","Branched Alkanes",3,3
"Wharton Park","rotating",13,"pentane_2_methyl","0.95 (0.69)","Isohexane",86.178,"Alkanes","Branched Alkanes",3,3
"Wharton Park","rotating",13,"pentane_3_methyl","0.34 (0.22)","3-Methylpentane",86.178,"Alkanes","Branched Alkanes",3,3
"Wharton Park","rotating",13,"pentane_2_4_dimethyl","0.05 (0.01)","2,4-Dimethylpentane",100.205,"Alkanes","Branched Alkanes",3,3
"Wharton Park","rotating",13,"pentane_2_3_4_trimethyl","0.05 (0.02)","2,3,4-Trimethylpentane",114.232,"Alkanes","Branched Alkanes",3,3
"Wharton Park","rotating",13,"hexane_3_methyl","0.21 (0.11)","3-Methylhexane",100.205,"Alkanes","Branched Alkanes",5,3
"Wharton Park","rotating",13,"heptane","0.10 (0.06)","Heptane",100.21,"Alkanes","C6-C9 Alkanes",3,4
"Wharton Park","rotating",13,"hexane","0.19 (0.15)","n-Hexane",86.18,"Alkanes","C6-C9 Alkanes",3,4
"Wharton Park","rotating",13,"nonane","0.07 (0.05)","Nonane",128.25,"Alkanes","C6-C9 Alkanes",3,4
"Wharton Park","rotating",13,"octane","0.04 (0.02)","Octane",114.23,"Alkanes","C6-C9 Alkanes",3,4
"Wharton Park","rotating",13,"decane","0.06 (0.02)","Decane",149.29,"Alkanes","C10-C12 Alkanes",3,5
"Wharton Park","rotating",13,"dodecane","0.02 (0.01)","Dodecane",170.34,"Alkanes","C10-C12 Alkanes",3,5
"Wharton Park","rotating",13,"undecane","0.06 (0.01)","Undecane",156.31,"Alkanes","C10-C12 Alkanes",3,5
"Wharton Park","rotating",13,"cyclohexane_methyl","0.18 (0.07)","Methylcyclohexane",98.189,"Cyclohexanes","Cyclohexanes",4,6
"Wharton Park","rotating",13,"x2_pentene_z_cis","0.01 (0.00)","cis-2-Pentene",70.1329,"Alkenes","Alkenes",5,7
"Wharton Park","rotating",13,"x1_3_butadiene_2_methyl","0.02 (0.03)","Isoprene",68.12,"Alkenes","Alkenes",5,7
"Wharton Park","rotating",13,"x1_hexene","0.02 (0.02)","1-Hexene",84.162,"Alkenes","Alkenes",5,7
"Wharton Park","rotating",13,"methyl_isobutyl_ketone","0.00 (0.00)","Methyl isobutyl ketone",100.16,"Ketones","Ketones",6,8
"Wharton Park","rotating",13,"x2_hexanone","0.00 (0.00)","2-Hexanone",100.161,"Ketones","Ketones",6,8
"Wharton Park","rotating",13,"benz12chloro","0.02 (0.01)","1,2-dichlorobenzene",147.01,"Benzene Derivatives","Chlorinated Compounds",2,9
"Wharton Park","rotating",13,"tce","0.02 (0.00)","Tetrachloroethylene",165.83,"Chlorinated Compounds","Chlorinated Compounds",7,9
"Wharton Park","rotating",13,"trichlorofluoromethane","0.12 (0.06)","Trichloromonofluoromethane",137.37,"Chlorinated Compounds","Chlorinated Compounds",7,9
"Wharton Park","rotating",13,"trichloromethane","0.03 (0.01)","Chloroform",119.37,"Chlorinated Compounds","Chlorinated Compounds",7,9
"Wharton Park","rotating",13,"carbon_tetrachloride","0.29 (0.10)","Carbon tetrachloride",153.81,"Chlorinated Compounds","Chlorinated Compounds",7,9
"Finnegan Playground","rotating",14,"benzene","0.33 (0.29)","Benzene",78.11,"BTEX","BTEX",1,1
"Finnegan Playground","rotating",14,"toluene","0.46 (0.32)","Toluene",92.14,"BTEX","BTEX",1,1
"Finnegan Playground","rotating",14,"etbenz","0.09 (0.03)","Ethylbenzene",106.17,"BTEX","BTEX",1,1
"Finnegan Playground","rotating",14,"xylenes","0.68 (0.30)","Xylenes",106.16,"BTEX","BTEX",1,1
"Finnegan Playground","rotating",14,"mpxylene","0.55 (0.27)","m,p-Xylene 2",106.16,"BTEX","BTEX",1,1
"Finnegan Playground","rotating",14,"oxylene","0.13 (0.03)","o-Xylene",106.16,"BTEX","BTEX",1,1
"Finnegan Playground","rotating",14,"benz1ethyl2methyl","0.02 (0.01)","1-ethyl-2-methyl-benzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"Finnegan Playground","rotating",14,"benz1ethyl3methyl","0.06 (0.02)","1-ethyl-3-methyl-benzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"Finnegan Playground","rotating",14,"benz1ethyl4methyl","0.02 (0.00)","1-ethyl-4-methyl-benzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"Finnegan Playground","rotating",14,"propylbenzene","0.03 (0.01)","Propylbenzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"Finnegan Playground","rotating",14,"mesitylene","0.07 (0.02)","Mesitylene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"Finnegan Playground","rotating",14,"benzene_1_2_3_trimethyl","0.03 (0.01)","1,2,3-Trimethylbenzene",120.194,"Benzene Derivatives","Alkylbenzenes",2,2
"Finnegan Playground","rotating",14,"benzene_1_4_diethyl","0.02 (0.02)","1,4-Diethylbenzene",134.221,"Benzene Derivatives","Alkylbenzenes",2,2
"Finnegan Playground","rotating",14,"heptane3methyl","0.10 (0.02)","3-methyl-heptane",114.23,"Alkanes","Branched Alkanes",3,3
"Finnegan Playground","rotating",14,"hexane2methyl","0.13 (0.04)","2-methyl-hexane",100.2,"Alkanes","Branched Alkanes",3,3
"Finnegan Playground","rotating",14,"butane_2_methyl","0.09 (0.11)","Isopentane",72.151,"Alkanes","Branched Alkanes",3,3
"Finnegan Playground","rotating",14,"pentane_2_methyl","0.85 (0.44)","Isohexane",86.178,"Alkanes","Branched Alkanes",3,3
"Finnegan Playground","rotating",14,"pentane_3_methyl","0.30 (0.16)","3-Methylpentane",86.178,"Alkanes","Branched Alkanes",3,3
"Finnegan Playground","rotating",14,"pentane_2_4_dimethyl","0.05 (0.02)","2,4-Dimethylpentane",100.205,"Alkanes","Branched Alkanes",3,3
"Finnegan Playground","rotating",14,"pentane_2_3_4_trimethyl","0.04 (0.01)","2,3,4-Trimethylpentane",114.232,"Alkanes","Branched Alkanes",3,3
"Finnegan Playground","rotating",14,"hexane_3_methyl","0.29 (0.06)","3-Methylhexane",100.205,"Alkanes","Branched Alkanes",5,3
"Finnegan Playground","rotating",14,"heptane","0.16 (0.09)","Heptane",100.21,"Alkanes","C6-C9 Alkanes",3,4
"Finnegan Playground","rotating",14,"hexane","0.23 (0.23)","n-Hexane",86.18,"Alkanes","C6-C9 Alkanes",3,4
"Finnegan Playground","rotating",14,"nonane","0.06 (0.12)","Nonane",128.25,"Alkanes","C6-C9 Alkanes",3,4
"Finnegan Playground","rotating",14,"octane","0.05 (0.03)","Octane",114.23,"Alkanes","C6-C9 Alkanes",3,4
"Finnegan Playground","rotating",14,"decane","0.08 (0.04)","Decane",149.29,"Alkanes","C10-C12 Alkanes",3,5
"Finnegan Playground","rotating",14,"dodecane","0.10 (0.15)","Dodecane",170.34,"Alkanes","C10-C12 Alkanes",3,5
"Finnegan Playground","rotating",14,"undecane","0.14 (0.16)","Undecane",156.31,"Alkanes","C10-C12 Alkanes",3,5
"Finnegan Playground","rotating",14,"cyclohexane_methyl","0.20 (0.06)","Methylcyclohexane",98.189,"Cyclohexanes","Cyclohexanes",4,6
"Finnegan Playground","rotating",14,"x2_pentene_z_cis","0.02 (0.01)","cis-2-Pentene",70.1329,"Alkenes","Alkenes",5,7
"Finnegan Playground","rotating",14,"x1_3_butadiene_2_methyl","0.02 (0.03)","Isoprene",68.12,"Alkenes","Alkenes",5,7
"Finnegan Playground","rotating",14,"x1_hexene","0.06 (0.04)","1-Hexene",84.162,"Alkenes","Alkenes",5,7
"Finnegan Playground","rotating",14,"methyl_isobutyl_ketone","0.00 (0.00)","Methyl isobutyl ketone",100.16,"Ketones","Ketones",6,8
"Finnegan Playground","rotating",14,"x2_hexanone","0.00 (0.00)","2-Hexanone",100.161,"Ketones","Ketones",6,8
"Finnegan Playground","rotating",14,"benz12chloro","0.01 (0.00)","1,2-dichlorobenzene",147.01,"Benzene Derivatives","Chlorinated Compounds",2,9
"Finnegan Playground","rotating",14,"tce","0.03 (0.01)","Tetrachloroethylene",165.83,"Chlorinated Compounds","Chlorinated Compounds",7,9
"Finnegan Playground","rotating",14,"trichlorofluoromethane","0.08 (0.08)","Trichloromonofluoromethane",137.37,"Chlorinated Compounds","Chlorinated Compounds",7,9
"Finnegan Playground","rotating",14,"trichloromethane","0.04 (0.01)","Chloroform",119.37,"Chlorinated Compounds","Chlorinated Compounds",7,9
"Finnegan Playground","rotating",14,"carbon_tetrachloride","0.29 (0.18)","Carbon tetrachloride",153.81,"Chlorinated Compounds","Chlorinated Compounds",7,9
"31st & Grays Ferry","rotating",15,"benzene","0.37 (0.28)","Benzene",78.11,"BTEX","BTEX",1,1
"31st & Grays Ferry","rotating",15,"toluene","0.68 (0.40)","Toluene",92.14,"BTEX","BTEX",1,1
"31st & Grays Ferry","rotating",15,"etbenz","0.13 (0.02)","Ethylbenzene",106.17,"BTEX","BTEX",1,1
"31st & Grays Ferry","rotating",15,"xylenes","0.96 (0.33)","Xylenes",106.16,"BTEX","BTEX",1,1
"31st & Grays Ferry","rotating",15,"mpxylene","0.78 (0.31)","m,p-Xylene 2",106.16,"BTEX","BTEX",1,1
"31st & Grays Ferry","rotating",15,"oxylene","0.18 (0.02)","o-Xylene",106.16,"BTEX","BTEX",1,1
"31st & Grays Ferry","rotating",15,"benz1ethyl2methyl","0.03 (0.02)","1-ethyl-2-methyl-benzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"31st & Grays Ferry","rotating",15,"benz1ethyl3methyl","0.08 (0.03)","1-ethyl-3-methyl-benzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"31st & Grays Ferry","rotating",15,"benz1ethyl4methyl","0.04 (0.01)","1-ethyl-4-methyl-benzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"31st & Grays Ferry","rotating",15,"propylbenzene","0.04 (0.02)","Propylbenzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"31st & Grays Ferry","rotating",15,"mesitylene","0.08 (0.02)","Mesitylene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"31st & Grays Ferry","rotating",15,"benzene_1_2_3_trimethyl","0.04 (0.01)","1,2,3-Trimethylbenzene",120.194,"Benzene Derivatives","Alkylbenzenes",2,2
"31st & Grays Ferry","rotating",15,"benzene_1_4_diethyl","0.02 (0.00)","1,4-Diethylbenzene",134.221,"Benzene Derivatives","Alkylbenzenes",2,2
"31st & Grays Ferry","rotating",15,"heptane3methyl","0.11 (0.03)","3-methyl-heptane",114.23,"Alkanes","Branched Alkanes",3,3
"31st & Grays Ferry","rotating",15,"hexane2methyl","0.15 (0.05)","2-methyl-hexane",100.2,"Alkanes","Branched Alkanes",3,3
"31st & Grays Ferry","rotating",15,"butane_2_methyl","0.09 (0.12)","Isopentane",72.151,"Alkanes","Branched Alkanes",3,3
"31st & Grays Ferry","rotating",15,"pentane_2_methyl","0.96 (0.49)","Isohexane",86.178,"Alkanes","Branched Alkanes",3,3
"31st & Grays Ferry","rotating",15,"pentane_3_methyl","0.35 (0.17)","3-Methylpentane",86.178,"Alkanes","Branched Alkanes",3,3
"31st & Grays Ferry","rotating",15,"pentane_2_4_dimethyl","0.05 (0.01)","2,4-Dimethylpentane",100.205,"Alkanes","Branched Alkanes",3,3
"31st & Grays Ferry","rotating",15,"pentane_2_3_4_trimethyl","0.06 (0.00)","2,3,4-Trimethylpentane",114.232,"Alkanes","Branched Alkanes",3,3
"31st & Grays Ferry","rotating",15,"hexane_3_methyl","0.32 (0.09)","3-Methylhexane",100.205,"Alkanes","Branched Alkanes",5,3
"31st & Grays Ferry","rotating",15,"heptane","0.19 (0.12)","Heptane",100.21,"Alkanes","C6-C9 Alkanes",3,4
"31st & Grays Ferry","rotating",15,"hexane","0.27 (0.25)","n-Hexane",86.18,"Alkanes","C6-C9 Alkanes",3,4
"31st & Grays Ferry","rotating",15,"nonane","0.08 (0.05)","Nonane",128.25,"Alkanes","C6-C9 Alkanes",3,4
"31st & Grays Ferry","rotating",15,"octane","0.06 (0.04)","Octane",114.23,"Alkanes","C6-C9 Alkanes",3,4
"31st & Grays Ferry","rotating",15,"decane","0.06 (0.02)","Decane",149.29,"Alkanes","C10-C12 Alkanes",3,5
"31st & Grays Ferry","rotating",15,"dodecane","0.04 (0.02)","Dodecane",170.34,"Alkanes","C10-C12 Alkanes",3,5
"31st & Grays Ferry","rotating",15,"undecane","0.09 (0.01)","Undecane",156.31,"Alkanes","C10-C12 Alkanes",3,5
"31st & Grays Ferry","rotating",15,"cyclohexane_methyl","0.24 (0.09)","Methylcyclohexane",98.189,"Cyclohexanes","Cyclohexanes",4,6
"31st & Grays Ferry","rotating",15,"x2_pentene_z_cis","0.01 (0.01)","cis-2-Pentene",70.1329,"Alkenes","Alkenes",5,7
"31st & Grays Ferry","rotating",15,"x1_3_butadiene_2_methyl","0.00 (0.01)","Isoprene",68.12,"Alkenes","Alkenes",5,7
"31st & Grays Ferry","rotating",15,"x1_hexene","0.05 (0.02)","1-Hexene",84.162,"Alkenes","Alkenes",5,7
"31st & Grays Ferry","rotating",15,"methyl_isobutyl_ketone","0.00 (0.00)","Methyl isobutyl ketone",100.16,"Ketones","Ketones",6,8
"31st & Grays Ferry","rotating",15,"x2_hexanone","0.00 (0.00)","2-Hexanone",100.161,"Ketones","Ketones",6,8
"31st & Grays Ferry","rotating",15,"benz12chloro","0.01 (0.00)","1,2-dichlorobenzene",147.01,"Benzene Derivatives","Chlorinated Compounds",2,9
"31st & Grays Ferry","rotating",15,"tce","0.02 (0.02)","Tetrachloroethylene",165.83,"Chlorinated Compounds","Chlorinated Compounds",7,9
"31st & Grays Ferry","rotating",15,"trichlorofluoromethane","0.07 (0.07)","Trichloromonofluoromethane",137.37,"Chlorinated Compounds","Chlorinated Compounds",7,9
"31st & Grays Ferry","rotating",15,"trichloromethane","0.04 (0.01)","Chloroform",119.37,"Chlorinated Compounds","Chlorinated Compounds",7,9
"31st & Grays Ferry","rotating",15,"carbon_tetrachloride","0.27 (0.18)","Carbon tetrachloride",153.81,"Chlorinated Compounds","Chlorinated Compounds",7,9
"Crescent Park","rotating",16,"benzene","0.34 (0.12)","Benzene",78.11,"BTEX","BTEX",1,1
"Crescent Park","rotating",16,"toluene","0.54 (0.15)","Toluene",92.14,"BTEX","BTEX",1,1
"Crescent Park","rotating",16,"etbenz","0.11 (0.02)","Ethylbenzene",106.17,"BTEX","BTEX",1,1
"Crescent Park","rotating",16,"xylenes","0.83 (0.13)","Xylenes",106.16,"BTEX","BTEX",1,1
"Crescent Park","rotating",16,"mpxylene","0.68 (0.11)","m,p-Xylene 2",106.16,"BTEX","BTEX",1,1
"Crescent Park","rotating",16,"oxylene","0.15 (0.02)","o-Xylene",106.16,"BTEX","BTEX",1,1
"Crescent Park","rotating",16,"benz1ethyl2methyl","0.03 (0.01)","1-ethyl-2-methyl-benzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
"Crescent Park","rotating",16,"benz1ethyl3methyl","0.06 (0.01)","1-ethyl-3-methyl-benzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,2
