"siteweek","site_id","site","site_type","coordinates","lat","long","site_color","industrial_20","land_use","site_traffic","nearby_sources","ind_traf","tube_number","file_name_sampling","file_name","analysis_batch_date","sample_end_date","sample_type","start_date","end_date","time_difference","multiplier","week","sample_length","m_p_xylene_2_old","m_p_xylene_2_new","m_p_xylene_2_flag_old","m_p_xylene_2_flag_new","m_p_xylene_2_ratio","m_p_xylene_2_dis","benzene_old","benzene_new","benzene_flag_old","benzene_flag_new","benzene_ratio","benzene_dis","ethylbenzene_old","ethylbenzene_new","ethylbenzene_flag_old","ethylbenzene_flag_new","ethylbenzene_ratio","ethylbenzene_dis","o_xylene_old","o_xylene_new","o_xylene_flag_old","o_xylene_flag_new","o_xylene_ratio","o_xylene_dis","toluene_old","toluene_new","toluene_flag_old","toluene_flag_new","toluene_ratio","toluene_dis","benzene_1_2_3_trimethyl_old","benzene_1_2_3_trimethyl_new","benzene_1_2_3_trimethyl_flag_old","benzene_1_2_3_trimethyl_flag_new","benzene_1_2_3_trimethyl_ratio","benzene_1_2_3_trimethyl_dis","benzene_1_4_diethyl_old","benzene_1_4_diethyl_new","benzene_1_4_diethyl_flag_old","benzene_1_4_diethyl_flag_new","benzene_1_4_diethyl_ratio","benzene_1_4_diethyl_dis","benzene_1_ethyl_2_methyl_old","benzene_1_ethyl_2_methyl_new","benzene_1_ethyl_2_methyl_flag_old","benzene_1_ethyl_2_methyl_flag_new","benzene_1_ethyl_2_methyl_ratio","benzene_1_ethyl_2_methyl_dis","benzene_1_ethyl_3_methyl_old","benzene_1_ethyl_3_methyl_new","benzene_1_ethyl_3_methyl_flag_old","benzene_1_ethyl_3_methyl_flag_new","benzene_1_ethyl_3_methyl_ratio","benzene_1_ethyl_3_methyl_dis","benzene_1_ethyl_4_methyl_old","benzene_1_ethyl_4_methyl_new","benzene_1_ethyl_4_methyl_flag_old","benzene_1_ethyl_4_methyl_flag_new","benzene_1_ethyl_4_methyl_ratio","benzene_1_ethyl_4_methyl_dis","mesitylene_old","mesitylene_new","mesitylene_flag_old","mesitylene_flag_new","mesitylene_ratio","mesitylene_dis","benzene_propyl_old","benzene_propyl_new","benzene_propyl_flag_old","benzene_propyl_flag_new","benzene_propyl_ratio","benzene_propyl_dis","heptane_old","heptane_new","heptane_flag_old","heptane_flag_new","heptane_ratio","heptane_dis","n_hexane_old","n_hexane_new","n_hexane_flag_old","n_hexane_flag_new","n_hexane_ratio","n_hexane_dis","nonane_old","nonane_new","nonane_flag_old","nonane_flag_new","nonane_ratio","nonane_dis","octane_old","octane_new","octane_flag_old","octane_flag_new","octane_ratio","octane_dis","decane_old","decane_new","decane_flag_old","decane_flag_new","decane_ratio","decane_dis","dodecane_old","dodecane_new","dodecane_flag_old","dodecane_flag_new","dodecane_ratio","dodecane_dis","undecane_old","undecane_new","undecane_flag_old","undecane_flag_new","undecane_ratio","undecane_dis","pentane_2_3_4_trimethyl_old","pentane_2_3_4_trimethyl_new","pentane_2_3_4_trimethyl_flag_old","pentane_2_3_4_trimethyl_flag_new","pentane_2_3_4_trimethyl_ratio","pentane_2_3_4_trimethyl_dis","pentane_2_4_dimethyl_old","pentane_2_4_dimethyl_new","pentane_2_4_dimethyl_flag_old","pentane_2_4_dimethyl_flag_new","pentane_2_4_dimethyl_ratio","pentane_2_4_dimethyl_dis","hexane_2_methyl_old","hexane_2_methyl_new","hexane_2_methyl_flag_old","hexane_2_methyl_flag_new","hexane_2_methyl_ratio","hexane_2_methyl_dis","heptane_3_methyl_old","heptane_3_methyl_new","heptane_3_methyl_flag_old","heptane_3_methyl_flag_new","heptane_3_methyl_ratio","heptane_3_methyl_dis","hexane_3_methyl_old","hexane_3_methyl_new","hexane_3_methyl_flag_old","hexane_3_methyl_flag_new","hexane_3_methyl_ratio","hexane_3_methyl_dis","pentane_3_methyl_old","pentane_3_methyl_new","pentane_3_methyl_flag_old","pentane_3_methyl_flag_new","pentane_3_methyl_ratio","pentane_3_methyl_dis","pentane_2_methyl_old","pentane_2_methyl_new","pentane_2_methyl_flag_old","pentane_2_methyl_flag_new","pentane_2_methyl_ratio","pentane_2_methyl_dis","butane_2_methyl_old","butane_2_methyl_new","butane_2_methyl_flag_old","butane_2_methyl_flag_new","butane_2_methyl_ratio","butane_2_methyl_dis","cyclohexane_methyl_old","cyclohexane_methyl_new","cyclohexane_methyl_flag_old","cyclohexane_methyl_flag_new","cyclohexane_methyl_ratio","cyclohexane_methyl_dis","x1_hexene_old","x1_hexene_new","x1_hexene_flag_old","x1_hexene_flag_new","x1_hexene_ratio","x1_hexene_dis","x2_pentene_z_cis_old","x2_pentene_z_cis_new","x2_pentene_z_cis_flag_old","x2_pentene_z_cis_flag_new","x2_pentene_z_cis_ratio","x2_pentene_z_cis_dis","x1_3_butadiene_2_methyl_old","x1_3_butadiene_2_methyl_new","x1_3_butadiene_2_methyl_flag_old","x1_3_butadiene_2_methyl_flag_new","x1_3_butadiene_2_methyl_ratio","x1_3_butadiene_2_methyl_dis","x2_hexanone_old","x2_hexanone_new","x2_hexanone_flag_old","x2_hexanone_flag_new","x2_hexanone_ratio","x2_hexanone_dis","methyl_isobutyl_ketone_old","methyl_isobutyl_ketone_new","methyl_isobutyl_ketone_flag_old","methyl_isobutyl_ketone_flag_new","methyl_isobutyl_ketone_ratio","methyl_isobutyl_ketone_dis","benzene_1_2_dichloro_old","benzene_1_2_dichloro_new","benzene_1_2_dichloro_flag_old","benzene_1_2_dichloro_flag_new","benzene_1_2_dichloro_ratio","benzene_1_2_dichloro_dis","carbon_tetrachloride_old","carbon_tetrachloride_new","carbon_tetrachloride_flag_old","carbon_tetrachloride_flag_new","carbon_tetrachloride_ratio","carbon_tetrachloride_dis","trichloromethane_old","trichloromethane_new","trichloromethane_flag_old","trichloromethane_flag_new","trichloromethane_ratio","trichloromethane_dis","tetrachloroethylene_old","tetrachloroethylene_new","tetrachloroethylene_flag_old","tetrachloroethylene_flag_new","tetrachloroethylene_ratio","tetrachloroethylene_dis","trichloromonofluoromethane_old","trichloromonofluoromethane_new","trichloromonofluoromethane_flag_old","trichloromonofluoromethane_flag_new","trichloromonofluoromethane_ratio","trichloromonofluoromethane_dis"
"28th & Passyunk32024",4,"28th & Passyunk","stationary","39.92061091, -75.1955879",39.92061091,-75.1955879,"#00BA38","Industrial","Vacant","High","Oil terminal, gas station, former refinery site, natural gas terminal","HighT/I","P733857","P733857 012524 011724 28th & Passyunk SS","P733857 012524 011724 28th & Passyunk SS.D","2024-01-25","2024-01-17","sample","2024-01-10","2024-01-17",9631,2,32024,1,0.549,0.5896,"REG","REG",0.93,NA,0.45,0.4835,"REG","REG",0.93,NA,0.092,0.0986,"REG","REG",0.93,NA,0.117,0.1262,"REG","REG",0.93,NA,0.384,0.4131,"REG","REG",0.93,NA,0.029,0.0315,"LOD","LOD",0.92,NA,0.021,0.0222,"LOD","LOD",0.95,NA,0.02,0.0215,"LOD","LOD",0.93,NA,0.05,0.053900000000000003,"REG","REG",0.93,NA,0.022,0.0231,"LOD","LOD",0.95,NA,0.064,0.0684,"REG","REG",0.94,NA,0.029,0.0315,"LOD","LOD",0.92,NA,0.181,0.1943,"REG","REG",0.93,NA,0.329,0.3537,"REG","REG",0.93,NA,0.089,0.0954,"REG","REG",0.93,NA,0.069,0.074,"REG","REG",0.93,NA,0.08,0.0861,"REG","REG",0.93,NA,0.028,0.0303,"LOD","LOD",0.92,NA,0.088,0.0948,"REG","REG",0.93,NA,0.088,0.0944,"REG","REG",0.93,NA,0.072,0.0771,"REG","REG",0.93,NA,0.177,0.1904,"REG","REG",0.93,NA,0.153,0.1649,"REG","REG",0.93,NA,0.408,0.4381,"REG","REG",0.93,NA,0.713,0.7668,"REG","REG",0.93,NA,1.971,2.1182,"REG","REG",0.93,"CHECK",0.143,0.1541,"ULOD","ULOD",0.93,NA,0.617,0.6634,"REG","REG",0.93,NA,0.006,0.0069,"ND","ND",0.87,NA,0.019,0.0209,"REG","REG",0.91,NA,0.003,0.0036,"ND","ND",0.83,NA,0.002,0.0017,"ND","ND",1.18,NA,0,5e-4,"ND","ND",0,NA,0.009,0.0092,"LOD","LOD",0.98,NA,0.431,0.4631,"REG","REG",0.93,NA,0.032,0.034,"REG","REG",0.94,NA,0.016,0.0171,"REG","REG",0.94,NA,0.345,0.3703,"REG","REG",0.93,NA
"28th & Passyunk122024",4,"28th & Passyunk","stationary","39.92061091, -75.1955879",39.92061091,-75.1955879,"#00BA38","Industrial","Vacant","High","Oil terminal, gas station, former refinery site, natural gas terminal","HighT/I","P726647","P726647 040224 032024 28th & Passyunk SS","P726647 040224 032024 28th & Passyunk SS.D","2024-04-02","2024-03-20","sample","2024-03-13","2024-03-20",9665,2,122024,1,3.931,4.2244,"REG","REG",0.93,"CHECK",0.753,0.8083,"REG","REG",0.93,NA,0.524,0.5626,"REG","REG",0.93,NA,0.674,0.7233,"REG","REG",0.93,NA,1.276,1.4248,"REG","REG",0.9,"CHECK",0.15,0.161,"REG","REG",0.93,NA,0.132,0.142,"REG","REG",0.93,NA,0.12,0.1278,"REG","REG",0.94,NA,0.338,0.3629,"REG","REG",0.93,NA,0.163,0.1756,"REG","REG",0.93,NA,0.481,0.5168,"REG","REG",0.93,NA,0.198,0.2131,"REG","REG",0.93,NA,1.028,1.1043,"REG","REG",0.93,NA,2.117,2.2738,"REG","REG",0.93,"CHECK",0.326,0.3488,"REG","REG",0.93,NA,0.343,0.3654,"REG","REG",0.94,NA,0.225,0.2404,"REG","REG",0.94,NA,0.122,0.1299,"REG","REG",0.94,NA,0.261,0.2812,"REG","REG",0.93,NA,0.479,0.5142,"REG","REG",0.93,NA,0.561,0.6021,"REG","REG",0.93,NA,1.154,1.2402,"REG","REG",0.93,NA,1.097,1.1789,"REG","REG",0.93,NA,2.642,2.8368,"REG","REG",0.93,"CHECK",2.961,3.182,"ULOD","ULOD",0.93,"CHECK",5.502,5.8996,"ULOD","ULOD",0.93,"CHECK",0.205,0.2159,"ULOD","ULOD",0.95,NA,3.039,3.264,"ULOD","ULOD",0.93,"CHECK",0.239,0.2524,"REG","REG",0.95,NA,0.045,0.0444,"REG","REG",1.01,NA,0.003,0.0036,"ND","ND",0.83,NA,0.002,0.0017,"ND","ND",1.18,NA,0.01,0.0113,"REG","REG",0.88,NA,0.001,0.0209,"LOD","LOD",0.05,NA,0.36,0.3871,"REG","REG",0.93,NA,0.044,0.0473,"REG","REG",0.93,NA,0.013,0.0136,"REG","REG",0.96,NA,0.275,0.2943,"REG","REG",0.93,NA
"28th & Passyunk202024",4,"28th & Passyunk","stationary","39.92061091, -75.1955879",39.92061091,-75.1955879,"#00BA38","Industrial","Vacant","High","Oil terminal, gas station, former refinery site, natural gas terminal","HighT/I","P733849","P733849 052324 051524 28th SS","P733849 052324 051524 28th SS.D","2024-05-23","2024-05-15","sample","2024-05-08","2024-05-15",9425,2,202024,1,0.878,0.9451,"REG","REG",0.93,NA,0.282,0.305,"REG","REG",0.92,NA,0.092,0.0987,"REG","REG",0.93,NA,0.163,0.1759,"REG","REG",0.93,NA,0.297,0.3192,"REG","REG",0.93,NA,0.075,0.0805,"REG","REG",0.93,NA,0.051,0.055,"REG","REG",0.93,NA,0.041,0.0439,"REG","REG",0.93,NA,0.083,0.0893,"REG","REG",0.93,NA,0.056,0.0601,"REG","REG",0.93,NA,0.18,0.1936,"REG","REG",0.93,NA,0.066,0.0707,"REG","REG",0.93,NA,0.406,0.4367,"REG","REG",0.93,NA,0.576,0.6196,"REG","REG",0.93,NA,0.176,0.19,"REG","REG",0.93,NA,0.118,0.1269,"REG","REG",0.93,NA,0.277,0.2986,"REG","REG",0.93,NA,0.208,0.2237,"REG","REG",0.93,NA,0.365,0.3926,"REG","REG",0.93,NA,0.155,0.1672,"REG","REG",0.93,NA,0.167,0.1801,"REG","REG",0.93,NA,0.499,0.5376,"REG","REG",0.93,NA,0.51,0.5492,"REG","REG",0.93,NA,1.334,1.4362,"REG","REG",0.93,"CHECK",2.022,2.1764,"ULOD","ULOD",0.93,"CHECK",3.755,4.0419,"ULOD","ULOD",0.93,"CHECK",0.14,0.1509,"ULOD","ULOD",0.93,NA,2.075,2.2337,"ULOD","ULOD",0.93,"CHECK",0.082,0.0878,"REG","REG",0.93,NA,0.019,0.0207,"REG","REG",0.92,NA,0.003,0.0037,"ND","ND",0.81,NA,0.002,0.0018,"ND","ND",1.11,NA,0,5e-4,"ND","ND",0,NA,0.009,0.0094,"LOD","LOD",0.96,NA,0.355,0.3817,"REG","REG",0.93,NA,0.026,0.0278,"REG","REG",0.94,NA,0.013,0.0141,"REG","REG",0.92,NA,0.154,0.1662,"REG","REG",0.93,NA
"28th & Passyunk222024",4,"28th & Passyunk","stationary","39.92061091, -75.1955879",39.92061091,-75.1955879,"#00BA38","Industrial","Vacant","High","Oil terminal, gas station, former refinery site, natural gas terminal","HighT/I","P733891","P733891 060624 052924 28th SS","P733891 060624 052924 28th SS.D","2024-06-06","2024-05-29","sample","2024-05-22","2024-05-29",9577,2,222024,1,0.653,0.7018,"REG","REG",0.93,NA,0.227,0.2447,"REG","REG",0.93,NA,0.067,0.0723,"REG","REG",0.93,NA,0.142,0.15310000000000001,"REG","REG",0.93,NA,0.312,0.3352,"REG","REG",0.93,NA,0.055,0.0592,"REG","REG",0.93,NA,0.041,0.0446,"REG","REG",0.92,NA,0.033,0.036,"LOD","LOD",0.92,NA,0.068,0.0733,"REG","REG",0.93,NA,0.04,0.0431,"REG","REG",0.93,NA,0.161,0.1727,"REG","REG",0.93,NA,0.035,0.038,"LOD","LOD",0.92,NA,0.248,0.2671,"REG","REG",0.93,NA,0.344,0.3696,"REG","REG",0.93,NA,0.134,0.1444,"REG","REG",0.93,NA,0.091,0.0975,"REG","REG",0.93,NA,0.185,0.1984,"REG","REG",0.93,NA,0.142,0.1524,"REG","REG",0.93,NA,0.256,0.2757,"REG","REG",0.93,NA,0.147,0.1582,"REG","REG",0.93,NA,0.21,0.2259,"REG","REG",0.93,NA,0.337,0.362,"REG","REG",0.93,NA,0.343,0.3685,"REG","REG",0.93,NA,0.782,0.8404,"REG","REG",0.93,NA,1.394,1.4988,"REG","REG",0.93,"CHECK",3.422,3.6795,"REG","REG",0.93,"CHECK",0.208,0.2251,"ULOD","ULOD",0.92,NA,1.298,1.3959,"REG","REG",0.93,NA,0.08,0.0924,"REG","REG",0.87,NA,0.006,0.007,"LOD","LOD",0.86,NA,0.022,0.0236,"REG","REG",0.93,NA,0.002,0.0017,"ND","ND",1.18,NA,0,5e-4,"ND","ND",0,NA,0.012,0.0133,"LOD","LOD",0.9,NA,0.154,0.1653,"REG","REG",0.93,NA,0.025,0.0293,"REG","REG",0.85,NA,0.013,0.0139,"REG","REG",0.94,NA,0.051,0.0547,"REG","REG",0.93,NA
"28th & Passyunk232024",4,"28th & Passyunk","stationary","39.92061091, -75.1955879",39.92061091,-75.1955879,"#00BA38","Industrial","Vacant","High","Oil terminal, gas station, former refinery site, natural gas terminal","HighT/I","P726615","P726615 060724 060524 28th SS","P726615 060724 060524 28th SS.D","2024-06-07","2024-06-05","sample","2024-05-29","2024-06-05",9349,2,232024,1,0.554,0.5967,"REG","REG",0.93,NA,0.195,0.2106,"REG","REG",0.93,NA,0.059,0.0634,"REG","REG",0.93,NA,0.119,0.1286,"REG","REG",0.93,NA,0.234,0.2524,"REG","REG",0.93,NA,0.009,0.0094,"ND","ND",0.96,NA,0.027,0.0293,"LOD","LOD",0.92,NA,0.027,0.0295,"LOD","LOD",0.92,NA,0.052,0.0563,"REG","REG",0.92,NA,0.03,0.0321,"REG","REG",0.93,NA,0.106,0.1145,"REG","REG",0.93,NA,0.024,0.0259,"LOD","LOD",0.93,NA,0.19,0.2046,"REG","REG",0.93,NA,0.292,0.3145,"REG","REG",0.93,NA,0.057,0.0614,"REG","REG",0.93,NA,0.051,0.0553,"REG","REG",0.92,NA,0.092,0.0989,"REG","REG",0.93,NA,0.07,0.0752,"REG","REG",0.93,NA,0.136,0.1469,"REG","REG",0.93,NA,0.114,0.1232,"REG","REG",0.93,NA,0.155,0.1673,"REG","REG",0.93,NA,0.252,0.271,"REG","REG",0.93,NA,0.245,0.2643,"REG","REG",0.93,NA,0.593,0.6392,"REG","REG",0.93,NA,1.13,1.2172,"REG","REG",0.93,NA,2.8,3.0153,"REG","REG",0.93,"CHECK",0.214,0.2306,"ULOD","ULOD",0.93,NA,0.993,1.0696,"REG","REG",0.93,NA,0.079,0.0824,"REG","REG",0.96,NA,0.013,0.0144,"LOD","LOD",0.9,NA,0.022,0.0242,"REG","REG",0.91,NA,0.002,0.0018,"ND","ND",1.11,NA,0.008,0.0093,"REG","REG",0.86,NA,0.018,0.0196,"REG","REG",0.92,NA,0.143,0.1539,"REG","REG",0.93,NA,0.028,0.03,"REG","REG",0.93,NA,0.031,0.0333,"REG","REG",0.93,NA,0.043,0.0458,"REG","REG",0.94,NA
"28th & Point Breeze292023",5,"28th & Point Breeze","stationary","39.92624784, -75.1923165",39.92624784,-75.1923165,"#00C19F","Non-Industrial","Residential","Low","Laundromat","LowT/NoI","P637229","P637229 072723 071923 Point Breeze Near 1WK DS","P637229 072723 071923 Point Breeze Near 1WK DS.D","2023-07-27","2023-07-19","sample","2023-07-12","2023-07-19",9333,14.3,292023,1,1.822,1.9623,"REG","REG",0.93,"CHECK",0.461,0.4966,"REG","REG",0.93,NA,0.284,0.3064,"REG","REG",0.93,NA,0.487,0.5242,"REG","REG",0.93,NA,0.837,0.902,"REG","REG",0.93,NA,0.135,0.1454,"LOD","LOD",0.93,NA,0.108,0.1168,"LOD","LOD",0.92,NA,0.098,0.1057,"LOD","LOD",0.93,NA,0.225,0.2419,"LOD","LOD",0.93,NA,0.107,0.1156,"LOD","LOD",0.93,NA,0.356,0.383,"REG","REG",0.93,NA,0.129,0.1393,"LOD","LOD",0.93,NA,0.531,0.5715,"REG","REG",0.93,NA,0.559,0.6022,"REG","REG",0.93,NA,0.151,0.1624,"LOD","LOD",0.93,NA,0.192,0.2068,"REG","REG",0.93,NA,0.22,0.2368,"LOD","LOD",0.93,NA,0.178,0.1919,"LOD","LOD",0.93,NA,0.372,0.4006,"LOD","LOD",0.93,NA,0.302,0.325,"LOD","LOD",0.93,NA,0.237,0.2549,"LOD","LOD",0.93,NA,0.427,0.4597,"REG","REG",0.93,NA,0.584,0.6293,"REG","REG",0.93,NA,1.041,1.1211,"REG","REG",0.93,NA,1.605,1.7286,"REG","REG",0.93,"CHECK",3.914,4.2165,"REG","REG",0.93,"CHECK",0.294,0.3169,"REG","REG",0.93,NA,2.321,2.4999,"REG","REG",0.93,"CHECK",0.059,0.0634,"LOD","LOD",0.93,NA,0.005,0.0052,"ND","ND",0.96,NA,0.114,0.123,"REG","REG",0.93,NA,0.002,0.0018,"ND","ND",1.11,NA,0.026,0.0281,"REG","REG",0.93,NA,0.04,0.0426,"LOD","LOD",0.94,NA,0.512,0.5512,"REG","REG",0.93,NA,0.066,0.0716,"REG","REG",0.92,NA,0.032,0.034,"REG","REG",0.94,NA,0.169,0.1824,"REG","REG",0.93,NA
"28th & Point Breeze442023",5,"28th & Point Breeze","stationary","39.92624784, -75.1923165",39.92624784,-75.1923165,"#00C19F","Non-Industrial","Residential","Low","Laundromat","LowT/NoI","P726611","P726611 111023 110123 Point Breeze Near SS RR","P726611 111023 110123 Point Breeze Near SS RR.D","2023-11-10","2023-11-01","sample","2023-10-25","2023-11-01",9614,2,442023,1,1.996,2.1449,"REG","REG",0.93,"CHECK",0.488,0.5298,"REG","REG",0.92,NA,0.27,0.2902,"REG","REG",0.93,NA,0.392,0.4215,"REG","REG",0.93,NA,1.11,1.1946,"REG","REG",0.93,NA,0.066,0.0711,"REG","REG",0.93,NA,0.053,0.0571,"REG","REG",0.93,NA,0.057,0.061,"REG","REG",0.93,NA,0.16,0.1715,"REG","REG",0.93,NA,0.077,0.0824,"REG","REG",0.93,NA,0.201,0.2158,"REG","REG",0.93,NA,0.076,0.082,"REG","REG",0.93,NA,0.52,0.565,"REG","REG",0.92,NA,0.819,0.88,"REG","REG",0.93,NA,0.202,0.2645,"REG","REG",0.76,NA,0.218,0.2535,"REG","REG",0.86,NA,0.108,0.1192,"REG","REG",0.91,NA,0.038,0.041,"LOD","LOD",0.93,NA,0.097,0.1116,"REG","REG",0.87,NA,0.246,0.2648,"REG","REG",0.93,NA,0.138,0.1488,"REG","REG",0.93,NA,0.438,0.4715,"REG","REG",0.93,NA,0.455,0.4883,"REG","REG",0.93,NA,0.956,1.0275,"REG","REG",0.93,NA,1.241,1.3335,"REG","REG",0.93,NA,3.299,3.5464,"REG","REG",0.93,"CHECK",0.137,0.1468,"ULOD","ULOD",0.93,NA,1.119,1.2044,"REG","REG",0.93,NA,0.161,0.1829,"REG","REG",0.88,NA,0.031,0.0461,"REG","REG",0.67,NA,0.003,0.0036,"ND","ND",0.83,NA,0.002,0.0017,"ND","ND",1.18,NA,0,5e-4,"ND","ND",0,NA,0.026,0.0272,"REG","REG",0.96,NA,0.251,0.2694,"REG","REG",0.93,NA,0.045,0.0476,"REG","REG",0.95,NA,0.03,0.0324,"REG","REG",0.93,NA,0.129,0.1387,"REG","REG",0.93,NA
"28th & Point Breeze482023",5,"28th & Point Breeze","stationary","39.92624784, -75.1923165",39.92624784,-75.1923165,"#00C19F","Non-Industrial","Residential","Low","Laundromat","LowT/NoI","P733897","P733897 120823 112923 Point Breeze Far SS","P733897 120823 112923 Point Breeze Far SS.D","2023-12-08","2023-11-29","sample","2023-11-22","2023-11-29",9989,2,482023,1,0.598,0.5671,"REG","REG",1.05,NA,0.385,0.3973,"REG","REG",0.97,NA,0.094,0.0886,"REG","REG",1.06,NA,0.126,0.1196,"REG","REG",1.05,NA,0.438,0.4222,"REG","REG",1.04,NA,0.023,0.019,"LOD","LOD",1.21,NA,0.003,0.0122,"LOD","LOD",0.25,NA,0.017,0.0173,"LOD","LOD",0.98,NA,0.049,0.0457,"REG","REG",1.07,NA,0.019,0.0189,"LOD","LOD",1.01,NA,0.049,0.0501,"REG","REG",0.98,NA,0.024,0.0182,"LOD","LOD",1.32,NA,0.15,0.1253,"REG","REG",1.2,NA,0.24,0.2062,"REG","REG",1.16,NA,0.159,0.1149,"REG","REG",1.38,NA,0.115,0.0609,"REG","REG",1.89,NA,0.051,0.0469,"LOD","LOD",1.09,NA,0.023,0.0216,"LOD","LOD",1.06,NA,0.047,0.0567,"LOD","LOD",0.83,NA,0.055,0.0364,"REG","LOD",1.51,NA,0.047,0.0333,"REG","LOD",1.41,NA,0.113,0.0934,"REG","REG",1.21,NA,0.081,0.0707,"REG","LOD",1.15,NA,0.244,0.2075,"REG","REG",1.18,NA,0.37,0.308,"REG","REG",1.2,NA,1.144,0.9305,"REG","REG",1.23,"CHECK",0.147,0.1399,"REG","REG",1.05,NA,0.19,0.1475,"REG","REG",1.29,NA,0.061,0.0391,"REG","REG",1.56,NA,0.011,0.0101,"LOD","LOD",1.09,NA,0.003,0.0034,"ND","ND",0.88,NA,0.002,0.0017,"ND","ND",1.18,NA,0.007,5e-4,"REG","ND",14,NA,0.021,0.0423,"LOD","REG",0.5,NA,0.274,0.2737,"REG","REG",1,NA,0.036,0.0374,"REG","REG",0.96,NA,0.013,0.0133,"REG","REG",0.98,NA,0.095,0.1001,"REG","REG",0.95,NA
"28th & Point Breeze502023",5,"28th & Point Breeze","stationary","39.92624784, -75.1923165",39.92624784,-75.1923165,"#00C19F","Non-Industrial","Residential","Low","Laundromat","LowT/NoI","P726667","P726667 122123 121323 Point Breeze Near SS","P726667 122123 121323 Point Breeze Near SS.D","2023-12-21","2023-12-13","sample","2023-12-06","2023-12-13",9457,2,502023,1,1.195,1.2863,"REG","REG",0.93,NA,0.502,0.5386,"REG","REG",0.93,NA,0.17,0.1835,"REG","REG",0.93,NA,0.242,0.2599,"REG","REG",0.93,NA,0.707,0.7609,"REG","REG",0.93,NA,0.048,0.0522,"REG","REG",0.92,NA,0.033,0.0355,"REG","REG",0.93,NA,0.037,0.0401,"REG","REG",0.92,NA,0.1,0.1076,"REG","REG",0.93,NA,0.041,0.0439,"REG","REG",0.93,NA,0.123,0.1322,"REG","REG",0.93,NA,0.054,0.0577,"LOD","LOD",0.94,NA,0.281,0.3029,"REG","REG",0.93,NA,0.504,0.5421,"REG","REG",0.93,NA,0.136,0.1465,"REG","REG",0.93,NA,0.08,0.0864,"REG","REG",0.93,NA,0.137,0.1475,"REG","REG",0.93,NA,0.064,0.0686,"REG","REG",0.93,NA,0.134,0.1445,"REG","REG",0.93,NA,0.119,0.1282,"REG","REG",0.93,NA,0.141,0.1513,"REG","REG",0.93,NA,0.314,0.3384,"REG","REG",0.93,NA,0.208,0.2239,"REG","REG",0.93,NA,0.647,0.6963,"REG","REG",0.93,NA,1.149,1.2364,"REG","REG",0.93,NA,3.028,3.2589,"REG","REG",0.93,"CHECK",0.14,0.1508,"ULOD","ULOD",0.93,NA,0.662,0.7124,"REG","REG",0.93,NA,0.106,0.1142,"REG","REG",0.93,NA,0.043,0.0461,"REG","REG",0.93,NA,0.003,0.0036,"ND","ND",0.83,NA,0.002,0.0017,"ND","ND",1.18,NA,0,5e-4,"ND","ND",0,NA,0.02,0.0211,"LOD","LOD",0.95,NA,0.353,0.3804,"REG","REG",0.93,NA,0.046,0.0494,"REG","REG",0.93,NA,0.017,0.0188,"REG","REG",0.9,NA,0.225,0.2417,"REG","REG",0.93,NA
"28th & Point Breeze32024",5,"28th & Point Breeze","stationary","39.92624784, -75.1923165",39.92624784,-75.1923165,"#00C19F","Non-Industrial","Residential","Low","Laundromat","LowT/NoI","P733859","P733859 012524 011724 Point Breeze Near SS","P733859 012524 011724 Point Breeze Near SS.D","2024-01-25","2024-01-17","sample","2024-01-10","2024-01-17",9670,2,32024,1,0.471,0.506,"REG","REG",0.93,NA,0.406,0.4363,"REG","REG",0.93,NA,0.077,0.0827,"REG","REG",0.93,NA,0.102,0.1094,"REG","REG",0.93,NA,0.367,0.3938,"REG","REG",0.93,NA,0.022,0.0235,"LOD","LOD",0.94,NA,0.012,0.0126,"LOD","LOD",0.95,NA,0.017,0.0178,"LOD","LOD",0.96,NA,0.043,0.0464,"REG","REG",0.93,NA,0.018,0.0191,"LOD","LOD",0.94,NA,0.047,0.0508,"REG","REG",0.93,NA,0.023,0.0251,"LOD","LOD",0.92,NA,0.13,0.1401,"REG","REG",0.93,NA,0.283,0.304,"REG","REG",0.93,NA,0.033,0.0359,"REG","REG",0.92,NA,0.036,0.0392,"REG","REG",0.92,NA,0.038,0.0404,"LOD","LOD",0.94,NA,0.012,0.0134,"LOD","LOD",0.9,NA,0.037,0.0393,"LOD","LOD",0.94,NA,0.087,0.094,"REG","REG",0.93,NA,0.052,0.0561,"REG","REG",0.93,NA,0.144,0.1551,"REG","REG",0.93,NA,0.096,0.1034,"REG","REG",0.93,NA,0.324,0.3481,"REG","REG",0.93,NA,0.543,0.5834,"REG","REG",0.93,NA,1.56,1.6763,"REG","REG",0.93,"CHECK",0.143,0.1535,"ULOD","ULOD",0.93,NA,0.321,0.3451,"REG","REG",0.93,NA,0.052,0.0559,"REG","REG",0.93,NA,0.019,0.0208,"REG","REG",0.91,NA,0.003,0.0036,"ND","ND",0.83,NA,0.002,0.0017,"ND","ND",1.18,NA,0,5e-4,"ND","ND",0,NA,0.014,0.0149,"LOD","LOD",0.94,NA,0.346,0.372,"REG","REG",0.93,NA,0.04,0.0435,"REG","REG",0.92,NA,0.012,0.0124,"REG","REG",0.97,NA,0.288,0.3097,"REG","REG",0.93,NA
