"siteweek","site_id","site","site_type","coordinates","lat","long","site_color","industrial_20","land_use","site_traffic","nearby_sources","ind_traf","tube_number","file_name_sampling","file_name","analysis_batch_date","sample_end_date","sample_type","start_date","end_date","time_difference","multiplier","week","sample_length","m_p_xylene_2_old","m_p_xylene_2_new","m_p_xylene_2_flag_old","m_p_xylene_2_flag_new","m_p_xylene_2_ratio","m_p_xylene_2_dis","benzene_old","benzene_new","benzene_flag_old","benzene_flag_new","benzene_ratio","benzene_dis","ethylbenzene_old","ethylbenzene_new","ethylbenzene_flag_old","ethylbenzene_flag_new","ethylbenzene_ratio","ethylbenzene_dis","o_xylene_old","o_xylene_new","o_xylene_flag_old","o_xylene_flag_new","o_xylene_ratio","o_xylene_dis","toluene_old","toluene_new","toluene_flag_old","toluene_flag_new","toluene_ratio","toluene_dis","benzene_1_2_3_trimethyl_old","benzene_1_2_3_trimethyl_new","benzene_1_2_3_trimethyl_flag_old","benzene_1_2_3_trimethyl_flag_new","benzene_1_2_3_trimethyl_ratio","benzene_1_2_3_trimethyl_dis","benzene_1_4_diethyl_old","benzene_1_4_diethyl_new","benzene_1_4_diethyl_flag_old","benzene_1_4_diethyl_flag_new","benzene_1_4_diethyl_ratio","benzene_1_4_diethyl_dis","benzene_1_ethyl_2_methyl_old","benzene_1_ethyl_2_methyl_new","benzene_1_ethyl_2_methyl_flag_old","benzene_1_ethyl_2_methyl_flag_new","benzene_1_ethyl_2_methyl_ratio","benzene_1_ethyl_2_methyl_dis","benzene_1_ethyl_3_methyl_old","benzene_1_ethyl_3_methyl_new","benzene_1_ethyl_3_methyl_flag_old","benzene_1_ethyl_3_methyl_flag_new","benzene_1_ethyl_3_methyl_ratio","benzene_1_ethyl_3_methyl_dis","benzene_1_ethyl_4_methyl_old","benzene_1_ethyl_4_methyl_new","benzene_1_ethyl_4_methyl_flag_old","benzene_1_ethyl_4_methyl_flag_new","benzene_1_ethyl_4_methyl_ratio","benzene_1_ethyl_4_methyl_dis","mesitylene_old","mesitylene_new","mesitylene_flag_old","mesitylene_flag_new","mesitylene_ratio","mesitylene_dis","benzene_propyl_old","benzene_propyl_new","benzene_propyl_flag_old","benzene_propyl_flag_new","benzene_propyl_ratio","benzene_propyl_dis","heptane_old","heptane_new","heptane_flag_old","heptane_flag_new","heptane_ratio","heptane_dis","n_hexane_old","n_hexane_new","n_hexane_flag_old","n_hexane_flag_new","n_hexane_ratio","n_hexane_dis","nonane_old","nonane_new","nonane_flag_old","nonane_flag_new","nonane_ratio","nonane_dis","octane_old","octane_new","octane_flag_old","octane_flag_new","octane_ratio","octane_dis","decane_old","decane_new","decane_flag_old","decane_flag_new","decane_ratio","decane_dis","dodecane_old","dodecane_new","dodecane_flag_old","dodecane_flag_new","dodecane_ratio","dodecane_dis","undecane_old","undecane_new","undecane_flag_old","undecane_flag_new","undecane_ratio","undecane_dis","pentane_2_3_4_trimethyl_old","pentane_2_3_4_trimethyl_new","pentane_2_3_4_trimethyl_flag_old","pentane_2_3_4_trimethyl_flag_new","pentane_2_3_4_trimethyl_ratio","pentane_2_3_4_trimethyl_dis","pentane_2_4_dimethyl_old","pentane_2_4_dimethyl_new","pentane_2_4_dimethyl_flag_old","pentane_2_4_dimethyl_flag_new","pentane_2_4_dimethyl_ratio","pentane_2_4_dimethyl_dis","hexane_2_methyl_old","hexane_2_methyl_new","hexane_2_methyl_flag_old","hexane_2_methyl_flag_new","hexane_2_methyl_ratio","hexane_2_methyl_dis","heptane_3_methyl_old","heptane_3_methyl_new","heptane_3_methyl_flag_old","heptane_3_methyl_flag_new","heptane_3_methyl_ratio","heptane_3_methyl_dis","hexane_3_methyl_old","hexane_3_methyl_new","hexane_3_methyl_flag_old","hexane_3_methyl_flag_new","hexane_3_methyl_ratio","hexane_3_methyl_dis","pentane_3_methyl_old","pentane_3_methyl_new","pentane_3_methyl_flag_old","pentane_3_methyl_flag_new","pentane_3_methyl_ratio","pentane_3_methyl_dis","pentane_2_methyl_old","pentane_2_methyl_new","pentane_2_methyl_flag_old","pentane_2_methyl_flag_new","pentane_2_methyl_ratio","pentane_2_methyl_dis","butane_2_methyl_old","butane_2_methyl_new","butane_2_methyl_flag_old","butane_2_methyl_flag_new","butane_2_methyl_ratio","butane_2_methyl_dis","cyclohexane_methyl_old","cyclohexane_methyl_new","cyclohexane_methyl_flag_old","cyclohexane_methyl_flag_new","cyclohexane_methyl_ratio","cyclohexane_methyl_dis","x1_hexene_old","x1_hexene_new","x1_hexene_flag_old","x1_hexene_flag_new","x1_hexene_ratio","x1_hexene_dis","x2_pentene_z_cis_old","x2_pentene_z_cis_new","x2_pentene_z_cis_flag_old","x2_pentene_z_cis_flag_new","x2_pentene_z_cis_ratio","x2_pentene_z_cis_dis","x1_3_butadiene_2_methyl_old","x1_3_butadiene_2_methyl_new","x1_3_butadiene_2_methyl_flag_old","x1_3_butadiene_2_methyl_flag_new","x1_3_butadiene_2_methyl_ratio","x1_3_butadiene_2_methyl_dis","x2_hexanone_old","x2_hexanone_new","x2_hexanone_flag_old","x2_hexanone_flag_new","x2_hexanone_ratio","x2_hexanone_dis","methyl_isobutyl_ketone_old","methyl_isobutyl_ketone_new","methyl_isobutyl_ketone_flag_old","methyl_isobutyl_ketone_flag_new","methyl_isobutyl_ketone_ratio","methyl_isobutyl_ketone_dis","benzene_1_2_dichloro_old","benzene_1_2_dichloro_new","benzene_1_2_dichloro_flag_old","benzene_1_2_dichloro_flag_new","benzene_1_2_dichloro_ratio","benzene_1_2_dichloro_dis","carbon_tetrachloride_old","carbon_tetrachloride_new","carbon_tetrachloride_flag_old","carbon_tetrachloride_flag_new","carbon_tetrachloride_ratio","carbon_tetrachloride_dis","trichloromethane_old","trichloromethane_new","trichloromethane_flag_old","trichloromethane_flag_new","trichloromethane_ratio","trichloromethane_dis","tetrachloroethylene_old","tetrachloroethylene_new","tetrachloroethylene_flag_old","tetrachloroethylene_flag_new","tetrachloroethylene_ratio","tetrachloroethylene_dis","trichloromonofluoromethane_old","trichloromonofluoromethane_new","trichloromonofluoromethane_flag_old","trichloromonofluoromethane_flag_new","trichloromonofluoromethane_ratio","trichloromonofluoromethane_dis"
"26th & Hartranft162024",9,"26th & Hartranft","stationary","39.91327125, -75.1922011",39.91327125,-75.1922011,"#93AA00","Industrial","Vacant","High","Diesel corridor, portable toilet supplier","HighT/I","P726660","P726660 042624 041724 26th SS","P726660 042624 041724 26th SS.D","2024-04-26","2024-04-17","sample","2024-04-10","2024-04-17",9454,2,162024,1,1.32,1.4204,"REG","REG",0.93,"CHECK",0.359,0.3867,"REG","REG",0.93,NA,0.185,0.199,"REG","REG",0.93,NA,0.237,0.2547,"REG","REG",0.93,NA,0.5,0.5384,"REG","REG",0.93,NA,0.067,0.0723,"REG","REG",0.93,NA,0.066,0.0709,"REG","REG",0.93,NA,0.054,0.0584,"REG","REG",0.92,NA,0.121,0.1299,"REG","REG",0.93,NA,0.067,0.0718,"REG","REG",0.93,NA,0.197,0.2116,"REG","REG",0.93,NA,0.089,0.0962,"REG","REG",0.93,NA,0.328,0.3532,"REG","REG",0.93,NA,0.409,0.4398,"REG","REG",0.93,NA,0.13,0.1398,"REG","REG",0.93,NA,0.126,0.1355,"REG","REG",0.93,NA,0.209,0.2245,"REG","REG",0.93,NA,0.207,0.223,"REG","REG",0.93,NA,0.31,0.3332,"REG","REG",0.93,NA,0.417,0.4487,"REG","REG",0.93,NA,0.252,0.271,"REG","REG",0.93,NA,0.327,0.3517,"REG","REG",0.93,NA,0.382,0.4107,"REG","REG",0.93,NA,0.827,0.8901,"REG","REG",0.93,NA,1.4,1.5066,"REG","REG",0.93,"CHECK",3.066,3.2992,"REG","REG",0.93,"CHECK",0.21,0.2264,"ULOD","ULOD",0.93,NA,1.345,1.4475,"REG","REG",0.93,"CHECK",0.072,0.0775,"REG","REG",0.93,NA,0.02,0.0213,"REG","REG",0.94,NA,0.003,0.0036,"ND","ND",0.83,NA,0.002,0.0017,"ND","ND",1.18,NA,0.011,0.0116,"REG","REG",0.95,NA,0.007,0.0073,"LOD","LOD",0.96,NA,0.325,0.35,"REG","REG",0.93,NA,0.028,0.0297,"REG","REG",0.94,NA,0.013,0.0141,"REG","REG",0.92,NA,0.126,0.136,"REG","REG",0.93,NA
"26th & Hartranft192024",9,"26th & Hartranft","stationary","39.91327125, -75.1922011",39.91327125,-75.1922011,"#93AA00","Industrial","Vacant","High","Diesel corridor, portable toilet supplier","HighT/I","P726659","P726659 051224 050824 26th SS","P726659 051224 050824 26th SS.D","2024-05-12","2024-05-08","sample","2024-05-01","2024-05-08",9549,2,192024,1,1,1.0749,"REG","REG",0.93,NA,0.388,0.4189,"REG","REG",0.93,NA,0.134,0.1445,"REG","REG",0.93,NA,0.197,0.2122,"REG","REG",0.93,NA,0.492,0.529,"REG","REG",0.93,NA,0.059,0.0636,"REG","REG",0.93,NA,0.053,0.0575,"REG","REG",0.92,NA,0.044,0.0469,"REG","REG",0.94,NA,0.089,0.0955,"REG","REG",0.93,NA,0.044,0.0474,"REG","REG",0.93,NA,0.129,0.1388,"REG","REG",0.93,NA,0.053,0.0571,"LOD","LOD",0.93,NA,0.181,0.1946,"REG","REG",0.93,NA,0.244,0.2625,"REG","REG",0.93,NA,0.193,0.2075,"REG","REG",0.93,NA,0.108,0.1165,"REG","REG",0.93,NA,0.274,0.2948,"REG","REG",0.93,NA,0.326,0.351,"REG","REG",0.93,NA,0.445,0.4782,"REG","REG",0.93,NA,0.189,0.2031,"REG","REG",0.93,NA,0.136,0.1464,"REG","REG",0.93,NA,0.136,0.1466,"REG","REG",0.93,NA,0.137,0.1478,"REG","REG",0.93,NA,0.333,0.3576,"REG","REG",0.93,NA,0.35,0.3759,"REG","REG",0.93,NA,2.059,2.2141,"REG","REG",0.93,"CHECK",0.209,0.2247,"ULOD","ULOD",0.93,NA,0.482,0.5181,"REG","REG",0.93,NA,0.036,0.0385,"REG","REG",0.94,NA,0.006,0.0063,"LOD","LOD",0.95,NA,0.003,0.0036,"ND","ND",0.83,NA,0.002,0.0017,"ND","ND",1.18,NA,0.013,0.0135,"REG","REG",0.96,NA,0.014,0.0151,"REG","REG",0.93,NA,0.308,0.3315,"REG","REG",0.93,NA,0.025,0.0274,"REG","REG",0.91,NA,0.013,0.014,"REG","REG",0.93,NA,0.037,0.0394,"REG","REG",0.94,NA
"26th & Hartranft202024",9,"26th & Hartranft","stationary","39.91327125, -75.1922011",39.91327125,-75.1922011,"#93AA00","Industrial","Vacant","High","Diesel corridor, portable toilet supplier","HighT/I","P733861","P733861 052324 051524 26th SS","P733861 052324 051524 26th SS.D","2024-05-23","2024-05-15","sample","2024-05-08","2024-05-15",9405,2,202024,1,0.612,0.6585,"REG","REG",0.93,NA,0.789,0.8506,"REG","REG",0.93,NA,0.072,0.0776,"REG","REG",0.93,NA,0.117,0.1259,"REG","REG",0.93,NA,0.423,0.4556,"REG","REG",0.93,NA,0.034,0.0363,"LOD","LOD",0.94,NA,0.03,0.0324,"REG","REG",0.93,NA,0.027,0.0293,"LOD","LOD",0.92,NA,0.059,0.0634,"REG","REG",0.93,NA,0.03,0.0321,"REG","REG",0.93,NA,0.081,0.0877,"REG","REG",0.92,NA,0.03,0.0322,"LOD","LOD",0.93,NA,0.126,0.1358,"REG","REG",0.93,NA,0.162,0.1744,"REG","REG",0.93,NA,0.069,0.0739,"REG","REG",0.93,NA,0.048,0.0518,"REG","REG",0.93,NA,0.138,0.1489,"REG","REG",0.93,NA,0.208,0.2241,"REG","REG",0.93,NA,0.273,0.2942,"REG","REG",0.93,NA,0.12,0.1289,"REG","REG",0.93,NA,0.062,0.0672,"REG","REG",0.92,NA,0.145,0.1559,"REG","REG",0.93,NA,0.105,0.1126,"REG","REG",0.93,NA,0.337,0.3631,"REG","REG",0.93,NA,0.648,0.6979,"REG","REG",0.93,NA,1.543,1.6607,"REG","REG",0.93,"CHECK",0.14,0.1512,"ULOD","ULOD",0.93,NA,0.468,0.5037,"REG","REG",0.93,NA,0.007,0.007,"ND","ND",1,NA,0.006,0.0064,"LOD","LOD",0.94,NA,0.003,0.0037,"ND","ND",0.81,NA,0.002,0.0018,"ND","ND",1.11,NA,0,5e-4,"ND","ND",0,NA,0.009,0.0095,"LOD","LOD",0.95,NA,0.369,0.3978,"REG","REG",0.93,NA,0.026,0.0278,"REG","REG",0.94,NA,0.009,0.0095,"REG","REG",0.95,NA,0.15,0.1615,"REG","REG",0.93,NA
"Crescent Park502023",16,"Crescent Park","rotating","39.93965, -75.204199",39.93965,-75.204199,NA,"Industrial","Open Space","Low","FedEx warehouse, municipal waste transfer station","LowT/I","P726668","P726668 122123 121323 Crescent Park SS","P726668 122123 121323 Crescent Park SS.D","2023-12-21","2023-12-13","sample","2023-12-06","2023-12-13",9454,2,502023,1,0.978,1.0525,"REG","REG",0.93,NA,0.397,0.4264,"REG","REG",0.93,NA,0.146,0.1571,"REG","REG",0.93,NA,0.205,0.221,"REG","REG",0.93,NA,0.586,0.6306,"REG","REG",0.93,NA,0.034,0.0361,"LOD","LOD",0.94,NA,0.021,0.0226,"LOD","LOD",0.93,NA,0.027,0.0292,"LOD","LOD",0.92,NA,0.069,0.0742,"REG","REG",0.93,NA,0.033,0.0359,"REG","REG",0.92,NA,0.082,0.0881,"REG","REG",0.93,NA,0.036,0.0385,"LOD","LOD",0.94,NA,0.199,0.2143,"REG","REG",0.93,NA,0.366,0.3942,"REG","REG",0.93,NA,0.057,0.0609,"REG","REG",0.94,NA,0.039,0.0423,"REG","REG",0.92,NA,0.075,0.0805,"REG","REG",0.93,NA,0.037,0.04,"LOD","LOD",0.92,NA,0.075,0.0811,"LOD","LOD",0.92,NA,0.083,0.0897,"REG","REG",0.93,NA,0.095,0.1021,"REG","REG",0.93,NA,0.216,0.2327,"REG","REG",0.93,NA,0.127,0.1369,"REG","REG",0.93,NA,0.455,0.4902,"REG","REG",0.93,NA,0.746,0.8028,"REG","REG",0.93,NA,2.056,2.2122,"REG","REG",0.93,"CHECK",0.14,0.1509,"ULOD","ULOD",0.93,NA,0.372,0.4008,"REG","REG",0.93,NA,0.084,0.09,"REG","REG",0.93,NA,0.03,0.0319,"REG","REG",0.94,NA,0.003,0.0036,"ND","ND",0.83,NA,0.002,0.0017,"ND","ND",1.18,NA,0.009,0.0097,"REG","REG",0.93,NA,0.025,0.027,"REG","REG",0.93,NA,0.368,0.3957,"REG","REG",0.93,NA,0.046,0.0494,"REG","REG",0.93,NA,0.026,0.0282,"REG","REG",0.92,NA,0.225,0.2418,"REG","REG",0.93,NA
"Audenreid School442023",18,"Audenreid School","rotating","39.93416729, -75.19723264",39.93416729,-75.19723264,NA,"Non-Industrial","Residential","Low",NA,"LowT/NoI","P726616","P726616 111023 110123 Audenreid SS RR","P726616 111023 110123 Audenreid SS RR.D","2023-11-10","2023-11-01","sample","2023-10-25","2023-11-01",9564,2,442023,1,1.645,1.7678,"REG","REG",0.93,"CHECK",0.472,0.513,"REG","REG",0.92,NA,0.257,0.276,"REG","REG",0.93,NA,0.348,0.3742,"REG","REG",0.93,NA,1.326,1.4278,"REG","REG",0.93,"CHECK",0.055,0.0595,"REG","REG",0.92,NA,0.036,0.0383,"REG","REG",0.94,NA,0.047,0.0505,"REG","REG",0.93,NA,0.14,0.1504,"REG","REG",0.93,NA,0.051,0.0552,"REG","REG",0.92,NA,0.137,0.1473,"REG","REG",0.93,NA,0.065,0.0697,"REG","REG",0.93,NA,0.447,0.487,"REG","REG",0.92,NA,0.694,0.7452,"REG","REG",0.93,NA,0.152,0.2111,"REG","REG",0.72,NA,0.158,0.1895,"REG","REG",0.83,NA,0.085,0.0944,"REG","REG",0.9,NA,0.038,0.0413,"LOD","LOD",0.92,NA,0.078,0.0913,"LOD","LOD",0.85,NA,0.153,0.1648,"REG","REG",0.93,NA,0.123,0.1322,"REG","REG",0.93,NA,0.375,0.4043,"REG","REG",0.93,NA,0.297,0.3186,"REG","REG",0.93,NA,0.795,0.8543,"REG","REG",0.93,NA,1.037,1.1153,"REG","REG",0.93,NA,2.908,3.1268,"REG","REG",0.93,"CHECK",0.138,0.1476,"ULOD","ULOD",0.93,NA,0.603,0.6494,"REG","REG",0.93,NA,0.117,0.1358,"REG","REG",0.86,NA,0.025,0.0393,"REG","REG",0.64,NA,0.012,0.0137,"LOD","LOD",0.88,NA,0.002,0.0017,"ND","ND",1.18,NA,0.014,0.0153,"REG","REG",0.92,NA,0.031,0.0331,"REG","REG",0.94,NA,0.28,0.3009,"REG","REG",0.93,NA,0.036,0.0381,"REG","REG",0.94,NA,0.026,0.0279,"REG","REG",0.93,NA,0.12,0.1295,"REG","REG",0.93,NA
"Audenreid School502023",18,"Audenreid School","rotating","39.93416729, -75.19723264",39.93416729,-75.19723264,NA,"Non-Industrial","Residential","Low",NA,"LowT/NoI","P733876","P733876 122123 121323 Audenreid SS","P733876 122123 121323 Audenreid SS.D","2023-12-21","2023-12-13","sample","2023-12-06","2023-12-13",9403,2,502023,1,1.491,1.6051,"REG","REG",0.93,"CHECK",0.597,0.6414,"REG","REG",0.93,NA,0.221,0.2377,"REG","REG",0.93,NA,0.316,0.3398,"REG","REG",0.93,NA,0.971,1.0458,"REG","REG",0.93,NA,0.052,0.0565,"REG","REG",0.92,NA,0.033,0.0357,"REG","REG",0.92,NA,0.044,0.0477,"REG","REG",0.92,NA,0.121,0.1306,"REG","REG",0.93,NA,0.048,0.0522,"REG","REG",0.92,NA,0.132,0.1418,"REG","REG",0.93,NA,0.054,0.058,"LOD","LOD",0.93,NA,0.34,0.3664,"REG","REG",0.93,NA,0.638,0.687,"REG","REG",0.93,NA,0.104,0.1119,"REG","REG",0.93,NA,0.085,0.0913,"REG","REG",0.93,NA,0.094,0.1017,"REG","REG",0.92,NA,0.043,0.046,"LOD","LOD",0.93,NA,0.095,0.1028,"REG","REG",0.92,NA,0.144,0.1547,"REG","REG",0.93,NA,0.168,0.1805,"REG","REG",0.93,NA,0.389,0.4183,"REG","REG",0.93,NA,0.232,0.2502,"REG","REG",0.93,NA,0.807,0.8689,"REG","REG",0.93,NA,1.297,1.3962,"REG","REG",0.93,NA,3.515,3.784,"REG","REG",0.93,"CHECK",0.141,0.1517,"ULOD","ULOD",0.93,NA,0.593,0.6381,"REG","REG",0.93,NA,0.095,0.1027,"REG","REG",0.93,NA,0.05,0.0535,"REG","REG",0.93,NA,0.016,0.0174,"REG","REG",0.92,NA,0.002,0.0018,"ND","ND",1.11,NA,0,5e-4,"ND","ND",0,NA,0.031,0.0331,"REG","REG",0.94,NA,0.355,0.3826,"REG","REG",0.93,NA,0.046,0.0497,"REG","REG",0.93,NA,0.022,0.0236,"REG","REG",0.93,NA,0.226,0.2431,"REG","REG",0.93,NA
"Carl Moore Health Center442023",19,"Carl Moore Health Center","rotating","39.93592967, -75.19557444",39.93592967,-75.19557444,NA,"Non-Industrial","Mixed Use","Low","Medical clinic","LowT/NoI","P726615","P726615 111023 110123 CM Health Center SS RR","P726615 111023 110123 CM Health Center SS RR.D","2023-11-10","2023-11-01","sample","2023-10-25","2023-11-01",9588,2,442023,1,1.059,1.1376,"REG","REG",0.93,NA,0.404,0.44,"REG","REG",0.92,NA,0.164,0.1763,"REG","REG",0.93,NA,0.225,0.2415,"REG","REG",0.93,NA,0.906,0.976,"REG","REG",0.93,NA,0.037,0.0396,"REG","REG",0.93,NA,0.024,0.0254,"LOD","LOD",0.94,NA,0.033,0.036,"LOD","LOD",0.92,NA,0.089,0.0951,"REG","REG",0.94,NA,0.037,0.0394,"REG","REG",0.94,NA,0.088,0.0947,"REG","REG",0.93,NA,0.041,0.0442,"LOD","LOD",0.93,NA,0.258,0.284,"REG","REG",0.91,NA,0.414,0.4443,"REG","REG",0.93,NA,0.073,0.1261,"REG","REG",0.58,NA,0.081,0.1065,"REG","REG",0.76,NA,0.08,0.089,"REG","REG",0.9,NA,0.023,0.0242,"LOD","LOD",0.95,NA,0.065,0.0772,"LOD","LOD",0.84,NA,0.094,0.1011,"REG","REG",0.93,NA,0.071,0.0764,"REG","REG",0.93,NA,0.2,0.2155,"REG","REG",0.93,NA,0.171,0.1828,"REG","REG",0.94,NA,0.438,0.4706,"REG","REG",0.93,NA,0.577,0.6204,"REG","REG",0.93,NA,1.645,1.7681,"REG","REG",0.93,"CHECK",0.138,0.1472,"ULOD","ULOD",0.94,NA,0.397,0.4282,"REG","REG",0.93,NA,0.095,0.1115,"REG","REG",0.85,NA,0.012,0.0252,"REG","REG",0.48,NA,0.012,0.0137,"LOD","LOD",0.88,NA,0.002,0.0017,"ND","ND",1.18,NA,0,5e-4,"ND","ND",0,NA,0.026,0.0272,"REG","REG",0.96,NA,0.265,0.2851,"REG","REG",0.93,NA,0.036,0.038,"REG","REG",0.95,NA,0.026,0.0278,"REG","REG",0.94,NA,0.125,0.1341,"REG","REG",0.93,NA
"Carl Moore Health Center502023",19,"Carl Moore Health Center","rotating","39.93592967, -75.19557444",39.93592967,-75.19557444,NA,"Non-Industrial","Mixed Use","Low","Medical clinic","LowT/NoI","P733841","P733841 122123 121323 Carl Moore Health Center SS","P733841 122123 121323 Carl Moore Health Center SS.D","2023-12-21","2023-12-13","sample","2023-12-06","2023-12-13",9451,2,502023,1,1.203,1.2946,"REG","REG",0.93,NA,0.563,0.6051,"REG","REG",0.93,NA,0.18,0.1942,"REG","REG",0.93,NA,0.252,0.2712,"REG","REG",0.93,NA,0.783,0.8424,"REG","REG",0.93,NA,0.041,0.0442,"REG","REG",0.93,NA,0.027,0.029,"LOD","LOD",0.93,NA,0.037,0.0401,"REG","REG",0.92,NA,0.097,0.104,"REG","REG",0.93,NA,0.041,0.0439,"REG","REG",0.93,NA,0.107,0.1146,"REG","REG",0.93,NA,0.048,0.0513,"LOD","LOD",0.94,NA,0.25,0.269,"REG","REG",0.93,NA,0.471,0.5072,"REG","REG",0.93,NA,0.061,0.066,"REG","REG",0.92,NA,0.052,0.0555,"REG","REG",0.94,NA,0.099,0.1063,"REG","REG",0.93,NA,0.037,0.04,"LOD","LOD",0.92,NA,0.082,0.0882,"LOD","LOD",0.93,NA,0.101,0.109,"REG","REG",0.93,NA,0.121,0.1303,"REG","REG",0.93,NA,0.282,0.3033,"REG","REG",0.93,NA,0.162,0.1743,"REG","REG",0.93,NA,0.588,0.6323,"REG","REG",0.93,NA,0.948,1.0201,"REG","REG",0.93,NA,2.562,2.7571,"REG","REG",0.93,"CHECK",0.14,0.1509,"ULOD","ULOD",0.93,NA,0.486,0.5235,"REG","REG",0.93,NA,0.084,0.09,"REG","REG",0.93,NA,0.036,0.0391,"REG","REG",0.92,NA,0.013,0.0139,"LOD","LOD",0.94,NA,0.002,0.0017,"ND","ND",1.18,NA,0.009,0.0097,"REG","REG",0.93,NA,0.031,0.0329,"REG","REG",0.94,NA,0.368,0.3958,"REG","REG",0.93,NA,0.046,0.0494,"REG","REG",0.93,NA,0.022,0.0235,"REG","REG",0.94,NA,0.211,0.2267,"REG","REG",0.93,NA
"Vare & New Hope32024",20,"Vare & New Hope","rotating","39.92957166, -75.1962242",39.92957166,-75.1962242,NA,"Non-Industrial","Mixed Use","High","Car dealer, auto body shop","HighT/NoI","P733868","P733868 012524 011724 Vare St SS","P733868 012524 011724 Vare St SS.D","2024-01-25","2024-01-17","sample","2024-01-10","2024-01-17",9693,2,32024,1,0.504,0.5416,"REG","REG",0.93,NA,0.465,0.4997,"REG","REG",0.93,NA,0.067,0.0722,"REG","REG",0.93,NA,0.122,0.1309,"REG","REG",0.93,NA,0.427,0.4588,"REG","REG",0.93,NA,0.022,0.0235,"LOD","LOD",0.94,NA,0.012,0.0126,"LOD","LOD",0.95,NA,0.02,0.0213,"LOD","LOD",0.94,NA,0.05,0.0536,"REG","REG",0.93,NA,0.021,0.023,"LOD","LOD",0.91,NA,0.047,0.0507,"REG","REG",0.93,NA,0.023,0.025,"LOD","LOD",0.92,NA,0.167,0.1797,"REG","REG",0.93,NA,0.289,0.3102,"REG","REG",0.93,NA,0.12,0.1292,"REG","REG",0.93,NA,0.1,0.1079,"REG","REG",0.93,NA,0.047,0.0503,"LOD","LOD",0.93,NA,0.012,0.0134,"LOD","LOD",0.9,NA,0.049,0.053,"LOD","LOD",0.92,NA,0.07,0.075,"REG","REG",0.93,NA,0.046,0.0491,"REG","REG",0.94,NA,0.15,0.1616,"REG","REG",0.93,NA,0.107,0.1153,"REG","REG",0.93,NA,0.323,0.3472,"REG","REG",0.93,NA,0.483,0.5185,"REG","REG",0.93,NA,1.374,1.4758,"REG","REG",0.93,"CHECK",0.143,0.15310000000000001,"ULOD","ULOD",0.93,NA,0.25,0.2682,"REG","REG",0.93,NA,0.074,0.0795,"REG","REG",0.93,NA,0.019,0.0208,"REG","REG",0.91,NA,0.003,0.0036,"ND","ND",0.83,NA,0.002,0.0017,"ND","ND",1.18,NA,0,5e-4,"ND","ND",0,NA,0.025,0.0264,"REG","REG",0.95,NA,0.401,0.4305,"REG","REG",0.93,NA,0.031,0.0337,"REG","REG",0.92,NA,0.012,0.0124,"REG","REG",0.97,NA,0.32,0.3434,"REG","REG",0.93,NA
"Universal Charter School at Vare32024",21,"Universal Charter School at Vare","rotating","39.92640295, -75.18538637",39.92640295,-75.18538637,NA,"Non-Industrial","Mixed Use","High","Splash pad","HighT/NoI","P733864","P733864 012524 011724 Universal Charter at Vare SS","P733864 012524 011724 Universal Charter at Vare SS.D","2024-01-25","2024-01-17","sample","2024-01-10","2024-01-17",9676,2,32024,1,0.691,0.7419,"REG","REG",0.93,NA,0.526,0.5652,"REG","REG",0.93,NA,0.115,0.124,"REG","REG",0.93,NA,0.152,0.1637,"REG","REG",0.93,NA,0.506,0.5431,"REG","REG",0.93,NA,0.033,0.0353,"LOD","LOD",0.93,NA,0.018,0.0189,"LOD","LOD",0.95,NA,0.027,0.0285,"LOD","LOD",0.95,NA,0.07,0.0754,"REG","REG",0.93,NA,0.025,0.0269,"LOD","LOD",0.93,NA,0.071,0.0767,"REG","REG",0.93,NA,0.035,0.0376,"LOD","LOD",0.93,NA,0.18,0.1934,"REG","REG",0.93,NA,0.347,0.3727,"REG","REG",0.93,NA,0.102,0.1097,"REG","REG",0.93,NA,0.073,0.0779,"REG","REG",0.94,NA,0.07,0.0756,"REG","REG",0.93,NA,0.018,0.019,"LOD","LOD",0.95,NA,0.062,0.0668,"LOD","LOD",0.93,NA,0.093,0.1002,"REG","REG",0.93,NA,0.055,0.0595,"REG","REG",0.92,NA,0.189,0.2033,"REG","REG",0.93,NA,0.119,0.1277,"REG","REG",0.93,NA,0.418,0.4487,"REG","REG",0.93,NA,0.602,0.6466,"REG","REG",0.93,NA,1.761,1.8918,"REG","REG",0.93,"CHECK",0.143,0.1534,"ULOD","ULOD",0.93,NA,0.321,0.3449,"REG","REG",0.93,NA,0.052,0.0558,"REG","REG",0.93,NA,0.013,0.0139,"LOD","LOD",0.94,NA,0.003,0.0036,"ND","ND",0.83,NA,0.002,0.0017,"ND","ND",1.18,NA,0,5e-4,"ND","ND",0,NA,0.019,0.0207,"LOD","LOD",0.92,NA,0.388,0.4164,"REG","REG",0.93,NA,0.04,0.0435,"REG","REG",0.92,NA,0.012,0.0124,"REG","REG",0.97,NA,0.297,0.3194,"REG","REG",0.93,NA
