"siteweek","site_id","site","site_type","coordinates","lat","long","site_color","industrial_20","land_use","site_traffic","nearby_sources","ind_traf","tube_number","file_name_sampling","file_name","analysis_batch_date","sample_end_date","sample_type","start_date","end_date","time_difference","multiplier","week","sample_length","m_p_xylene_2_old","m_p_xylene_2_new","m_p_xylene_2_flag_old","m_p_xylene_2_flag_new","m_p_xylene_2_ratio","m_p_xylene_2_dis","benzene_old","benzene_new","benzene_flag_old","benzene_flag_new","benzene_ratio","benzene_dis","ethylbenzene_old","ethylbenzene_new","ethylbenzene_flag_old","ethylbenzene_flag_new","ethylbenzene_ratio","ethylbenzene_dis","o_xylene_old","o_xylene_new","o_xylene_flag_old","o_xylene_flag_new","o_xylene_ratio","o_xylene_dis","toluene_old","toluene_new","toluene_flag_old","toluene_flag_new","toluene_ratio","toluene_dis","benzene_1_2_3_trimethyl_old","benzene_1_2_3_trimethyl_new","benzene_1_2_3_trimethyl_flag_old","benzene_1_2_3_trimethyl_flag_new","benzene_1_2_3_trimethyl_ratio","benzene_1_2_3_trimethyl_dis","benzene_1_4_diethyl_old","benzene_1_4_diethyl_new","benzene_1_4_diethyl_flag_old","benzene_1_4_diethyl_flag_new","benzene_1_4_diethyl_ratio","benzene_1_4_diethyl_dis","benzene_1_ethyl_2_methyl_old","benzene_1_ethyl_2_methyl_new","benzene_1_ethyl_2_methyl_flag_old","benzene_1_ethyl_2_methyl_flag_new","benzene_1_ethyl_2_methyl_ratio","benzene_1_ethyl_2_methyl_dis","benzene_1_ethyl_3_methyl_old","benzene_1_ethyl_3_methyl_new","benzene_1_ethyl_3_methyl_flag_old","benzene_1_ethyl_3_methyl_flag_new","benzene_1_ethyl_3_methyl_ratio","benzene_1_ethyl_3_methyl_dis","benzene_1_ethyl_4_methyl_old","benzene_1_ethyl_4_methyl_new","benzene_1_ethyl_4_methyl_flag_old","benzene_1_ethyl_4_methyl_flag_new","benzene_1_ethyl_4_methyl_ratio","benzene_1_ethyl_4_methyl_dis","mesitylene_old","mesitylene_new","mesitylene_flag_old","mesitylene_flag_new","mesitylene_ratio","mesitylene_dis","benzene_propyl_old","benzene_propyl_new","benzene_propyl_flag_old","benzene_propyl_flag_new","benzene_propyl_ratio","benzene_propyl_dis","heptane_old","heptane_new","heptane_flag_old","heptane_flag_new","heptane_ratio","heptane_dis","n_hexane_old","n_hexane_new","n_hexane_flag_old","n_hexane_flag_new","n_hexane_ratio","n_hexane_dis","nonane_old","nonane_new","nonane_flag_old","nonane_flag_new","nonane_ratio","nonane_dis","octane_old","octane_new","octane_flag_old","octane_flag_new","octane_ratio","octane_dis","decane_old","decane_new","decane_flag_old","decane_flag_new","decane_ratio","decane_dis","dodecane_old","dodecane_new","dodecane_flag_old","dodecane_flag_new","dodecane_ratio","dodecane_dis","undecane_old","undecane_new","undecane_flag_old","undecane_flag_new","undecane_ratio","undecane_dis","pentane_2_3_4_trimethyl_old","pentane_2_3_4_trimethyl_new","pentane_2_3_4_trimethyl_flag_old","pentane_2_3_4_trimethyl_flag_new","pentane_2_3_4_trimethyl_ratio","pentane_2_3_4_trimethyl_dis","pentane_2_4_dimethyl_old","pentane_2_4_dimethyl_new","pentane_2_4_dimethyl_flag_old","pentane_2_4_dimethyl_flag_new","pentane_2_4_dimethyl_ratio","pentane_2_4_dimethyl_dis","hexane_2_methyl_old","hexane_2_methyl_new","hexane_2_methyl_flag_old","hexane_2_methyl_flag_new","hexane_2_methyl_ratio","hexane_2_methyl_dis","heptane_3_methyl_old","heptane_3_methyl_new","heptane_3_methyl_flag_old","heptane_3_methyl_flag_new","heptane_3_methyl_ratio","heptane_3_methyl_dis","hexane_3_methyl_old","hexane_3_methyl_new","hexane_3_methyl_flag_old","hexane_3_methyl_flag_new","hexane_3_methyl_ratio","hexane_3_methyl_dis","pentane_3_methyl_old","pentane_3_methyl_new","pentane_3_methyl_flag_old","pentane_3_methyl_flag_new","pentane_3_methyl_ratio","pentane_3_methyl_dis","pentane_2_methyl_old","pentane_2_methyl_new","pentane_2_methyl_flag_old","pentane_2_methyl_flag_new","pentane_2_methyl_ratio","pentane_2_methyl_dis","butane_2_methyl_old","butane_2_methyl_new","butane_2_methyl_flag_old","butane_2_methyl_flag_new","butane_2_methyl_ratio","butane_2_methyl_dis","cyclohexane_methyl_old","cyclohexane_methyl_new","cyclohexane_methyl_flag_old","cyclohexane_methyl_flag_new","cyclohexane_methyl_ratio","cyclohexane_methyl_dis","x1_hexene_old","x1_hexene_new","x1_hexene_flag_old","x1_hexene_flag_new","x1_hexene_ratio","x1_hexene_dis","x2_pentene_z_cis_old","x2_pentene_z_cis_new","x2_pentene_z_cis_flag_old","x2_pentene_z_cis_flag_new","x2_pentene_z_cis_ratio","x2_pentene_z_cis_dis","x1_3_butadiene_2_methyl_old","x1_3_butadiene_2_methyl_new","x1_3_butadiene_2_methyl_flag_old","x1_3_butadiene_2_methyl_flag_new","x1_3_butadiene_2_methyl_ratio","x1_3_butadiene_2_methyl_dis","x2_hexanone_old","x2_hexanone_new","x2_hexanone_flag_old","x2_hexanone_flag_new","x2_hexanone_ratio","x2_hexanone_dis","methyl_isobutyl_ketone_old","methyl_isobutyl_ketone_new","methyl_isobutyl_ketone_flag_old","methyl_isobutyl_ketone_flag_new","methyl_isobutyl_ketone_ratio","methyl_isobutyl_ketone_dis","benzene_1_2_dichloro_old","benzene_1_2_dichloro_new","benzene_1_2_dichloro_flag_old","benzene_1_2_dichloro_flag_new","benzene_1_2_dichloro_ratio","benzene_1_2_dichloro_dis","carbon_tetrachloride_old","carbon_tetrachloride_new","carbon_tetrachloride_flag_old","carbon_tetrachloride_flag_new","carbon_tetrachloride_ratio","carbon_tetrachloride_dis","trichloromethane_old","trichloromethane_new","trichloromethane_flag_old","trichloromethane_flag_new","trichloromethane_ratio","trichloromethane_dis","tetrachloroethylene_old","tetrachloroethylene_new","tetrachloroethylene_flag_old","tetrachloroethylene_flag_new","tetrachloroethylene_ratio","tetrachloroethylene_dis","trichloromonofluoromethane_old","trichloromonofluoromethane_new","trichloromonofluoromethane_flag_old","trichloromonofluoromethane_flag_new","trichloromonofluoromethane_ratio","trichloromonofluoromethane_dis"
"25th & Point Breeze302023",6,"25th & Point Breeze","stationary","39.92771763, -75.1873965",39.92771763,-75.1873965,"#D39200","Industrial","Institution","Low","Auto body shop, junkyard","LowT/I","P726615","P726615 072823 072623 Point Breeze Mid 1WK DS","P726615 072823 072623 Point Breeze Mid 1WK DS.D","2023-07-28","2023-07-26","sample","2023-07-19","2023-07-26",9940,14.3,302023,1,2.305,2.3049,"REG","REG",1,NA,0.421,0.4213,"REG","REG",1,NA,0.36,0.3597,"REG","REG",1,NA,0.644,0.6436,"REG","REG",1,NA,1.459,1.4591,"REG","REG",1,NA,0.136,0.1365,"LOD","LOD",1,NA,0.007,0.0074,"ND","ND",0.95,NA,0.099,0.0992,"LOD","LOD",1,NA,0.227,0.2272,"LOD","LOD",1,NA,0.081,0.0814,"LOD","LOD",1,NA,0.24,0.2398,"REG","REG",1,NA,0.087,0.0872,"LOD","LOD",1,NA,0.397,0.3974,"REG","REG",1,NA,0.422,0.4215,"REG","REG",1,NA,0.152,0.1525,"LOD","LOD",1,NA,0.134,0.1342,"REG","REG",1,NA,0.117,0.117,"LOD","LOD",1,NA,0.102,0.1024,"LOD","LOD",1,NA,0.026,0.0262,"ND","ND",0.99,NA,0.262,0.2616,"LOD","LOD",1,NA,0.214,0.2154,"LOD","LOD",0.99,NA,0.336,0.3357,"REG","REG",1,NA,0.337,0.337,"LOD","LOD",1,NA,0.877,0.8772,"REG","REG",1,NA,1.095,1.1066,"REG","REG",0.99,NA,2.877,2.8629,"REG","REG",1,NA,0.343,0.334,"REG","REG",1.03,NA,0.757,0.7572,"REG","REG",1,NA,0.147,0.1422,"LOD","LOD",1.03,NA,0.005,0.0049,"ND","ND",1.02,NA,0.161,0.1626,"REG","REG",0.99,NA,0.002,0.0017,"ND","ND",1.18,NA,0.013,0.0132,"REG","REG",0.98,NA,0.04,0.04,"LOD","LOD",1,NA,0.517,0.5175,"REG","REG",1,NA,0.067,0.0672,"REG","REG",1,NA,0.032,0.032,"REG","REG",1,NA,0.171,0.1713,"REG","REG",1,NA
"25th & Point Breeze312023",6,"25th & Point Breeze","stationary","39.92771763, -75.1873965",39.92771763,-75.1873965,"#D39200","Industrial","Institution","Low","Auto body shop, junkyard","LowT/I","P726654","P726654 081023 080223 Point Breeze Mid 1WK SS","P726654 081023 080223 Point Breeze Mid 1WK SS.D","2023-08-10","2023-08-02","sample","2023-07-26","2023-08-02",10080,2,312023,1,0.438,0.4382,"REG","REG",1,NA,0.209,0.2077,"REG","REG",1.01,NA,0.074,0.0744,"REG","REG",0.99,NA,0.12,0.1201,"REG","REG",1,NA,0.359,0.3588,"REG","REG",1,NA,0.026,0.0264,"LOD","LOD",0.98,NA,0.018,0.0181,"LOD","LOD",0.99,NA,0.021,0.0205,"LOD","LOD",1.02,NA,0.048,0.0482,"REG","REG",1,NA,0.018,0.0181,"LOD","LOD",0.99,NA,0.056,0.0565,"REG","REG",0.99,NA,0.024,0.0241,"LOD","LOD",1,NA,0.137,0.1365,"REG","REG",1,NA,0.159,0.1587,"REG","REG",1,NA,0.12,0.1197,"REG","REG",1,NA,0.079,0.0785,"REG","REG",1.01,NA,0.074,0.0742,"REG","REG",1,NA,0.055,0.0545,"REG","REG",1.01,NA,0.026,0.0258,"ND","ND",1.01,NA,0.066,0.0661,"REG","REG",1,NA,0.066,0.066,"REG","REG",1,NA,0.146,0.1455,"REG","REG",1,NA,0.089,0.0895,"REG","REG",0.99,NA,0.315,0.3146,"REG","REG",1,NA,0.315,0.3154,"REG","REG",1,NA,0.874,0.8818,"REG","REG",0.99,NA,0.069,0.0776,"REG","REG",0.89,NA,0.303,0.3028,"REG","REG",1,NA,0.046,0.0513,"REG","REG",0.9,NA,0.006,0.0133,"LOD","LOD",0.45,NA,0.072,0.0732,"REG","REG",0.98,NA,0.002,0.0016,"ND","ND",1.25,NA,0,5e-4,"ND","ND",0,NA,0.017,0.0165,"LOD","LOD",1.03,NA,0.2,0.1998,"REG","REG",1,NA,0.028,0.0278,"REG","REG",1.01,NA,0.009,0.0088,"REG","REG",1.02,NA,0.066,0.0661,"REG","REG",1,NA
"25th & Point Breeze322023",6,"25th & Point Breeze","stationary","39.92771763, -75.1873965",39.92771763,-75.1873965,"#D39200","Industrial","Institution","Low","Auto body shop, junkyard","LowT/I","P733848","P733848 081123 080923 Point Breeze Mid 1WK SS","P733848 081123 080923 Point Breeze Mid 1WK SS.D","2023-08-11","2023-08-09","sample","2023-08-02","2023-08-09",10050,2,322023,1,0.39,0.3897,"REG","REG",1,NA,0.197,0.1959,"REG","REG",1.01,NA,0.07,0.0697,"REG","REG",1,NA,0.1,0.0995,"REG","REG",1.01,NA,0.275,0.2752,"REG","REG",1,NA,0.026,0.0264,"LOD","LOD",0.98,NA,0.018,0.0182,"LOD","LOD",0.99,NA,0.021,0.0206,"LOD","LOD",1.02,NA,0.045,0.0448,"REG","REG",1,NA,0.018,0.0181,"LOD","LOD",0.99,NA,0.057,0.0567,"REG","REG",1.01,NA,0.024,0.0241,"LOD","LOD",1,NA,0.105,0.1049,"REG","REG",1,NA,0.133,0.1327,"REG","REG",1,NA,0.03,0.03,"REG","REG",1,NA,0.033,0.0332,"REG","REG",0.99,NA,0.04,0.0404,"LOD","LOD",0.99,NA,0.033,0.0332,"LOD","LOD",0.99,NA,0.06,0.0597,"LOD","LOD",1.01,NA,0.066,0.0663,"REG","REG",1,NA,0.063,0.0629,"REG","REG",1,NA,0.119,0.1194,"REG","REG",1,NA,0.101,0.1015,"REG","REG",1,NA,0.279,0.2791,"REG","REG",1,NA,0.286,0.2858,"REG","REG",1,NA,0.79,0.7897,"REG","REG",1,NA,0.083,0.0829,"REG","REG",1,NA,0.272,0.2723,"REG","REG",1,NA,0.029,0.0286,"REG","REG",1.01,NA,0.013,0.0134,"LOD","LOD",0.97,NA,0.161,0.1615,"REG","REG",1,NA,0.002,0.0016,"ND","ND",1.25,NA,0,5e-4,"ND","ND",0,NA,0.011,0.0111,"LOD","LOD",0.99,NA,0.215,0.2148,"REG","REG",1,NA,0.028,0.0279,"REG","REG",1,NA,0.009,0.0088,"REG","REG",1.02,NA,0.104,0.1042,"REG","REG",1,NA
"25th & Point Breeze332023",6,"25th & Point Breeze","stationary","39.92771763, -75.1873965",39.92771763,-75.1873965,"#D39200","Industrial","Institution","Low","Auto body shop, junkyard","LowT/I","P733857","P733857 082423 081623 Point Breeze Mid SS","P733857 082423 081623 Point Breeze Mid SS.D","2023-08-24","2023-08-16","sample","2023-08-09","2023-08-16",10197,1.3,332023,1,0.559,0.5589,"REG","REG",1,NA,0.201,0.1995,"REG","REG",1.01,NA,0.108,0.1084,"REG","REG",1,NA,0.158,0.1577,"REG","REG",1,NA,0.468,0.4678,"REG","REG",1,NA,0.044,0.0435,"REG","REG",1.01,NA,0.007,0.0072,"ND","ND",0.97,NA,0.04,0.0396,"REG","REG",1.01,NA,0.105,0.1045,"REG","REG",1,NA,0.038,0.0379,"REG","REG",1,NA,0.105,0.1049,"REG","REG",1,NA,0.054,0.0541,"REG","REG",1,NA,0.158,0.1581,"REG","REG",1,NA,0.168,0.1677,"REG","REG",1,NA,0.204,0.204,"REG","REG",1,NA,0.101,0.1005,"REG","REG",1,NA,0.163,0.163,"REG","REG",1,NA,0.083,0.0833,"REG","REG",1,NA,0.195,0.1952,"REG","REG",1,NA,0.1,0.1004,"REG","REG",1,NA,0.066,0.0658,"REG","REG",1,NA,0.149,0.1487,"REG","REG",1,NA,0.131,0.1311,"REG","REG",1,NA,0.334,0.3343,"REG","REG",1,NA,0.275,0.2746,"REG","REG",1,NA,0.734,0.7344,"REG","REG",1,NA,0.063,0.0631,"REG","REG",1,NA,0.295,0.2952,"REG","REG",1,NA,0.006,0.0065,"ND","ND",0.92,NA,0.009,0.0086,"LOD","LOD",1.05,NA,0.099,0.0987,"REG","REG",1,NA,0.002,0.0016,"ND","ND",1.25,NA,0,4e-4,"ND","ND",0,NA,0.018,0.0177,"REG","REG",1.02,NA,0.165,0.1651,"REG","REG",1,NA,0.024,0.0238,"REG","REG",1.01,NA,0.02,0.0198,"REG","REG",1.01,NA,0.039,0.0395,"REG","REG",0.99,NA
"25th & Point Breeze342023",6,"25th & Point Breeze","stationary","39.92771763, -75.1873965",39.92771763,-75.1873965,"#D39200","Industrial","Institution","Low","Auto body shop, junkyard","LowT/I","P733878","P733878 082523 082323 Point Breeze Mid SS","P733878 082523 082323 Point Breeze Mid SS.D","2023-08-25","2023-08-23","sample","2023-08-16","2023-08-23",10015,2,342023,1,0.455,0.4553,"REG","REG",1,NA,0.248,0.2465,"REG","REG",1.01,NA,0.09,0.0899,"REG","REG",1,NA,0.126,0.1261,"REG","REG",1,NA,0.395,0.3952,"REG","REG",1,NA,0.03,0.0303,"LOD","LOD",0.99,NA,0.021,0.0213,"LOD","LOD",0.99,NA,0.024,0.0241,"LOD","LOD",1,NA,0.055,0.0555,"REG","REG",0.99,NA,0.018,0.0182,"LOD","LOD",0.99,NA,0.057,0.0569,"REG","REG",1,NA,0.03,0.0303,"LOD","LOD",0.99,NA,0.131,0.131,"REG","REG",1,NA,0.126,0.1265,"REG","REG",1,NA,0.12,0.1205,"REG","REG",1,NA,0.079,0.079,"REG","REG",1,NA,0.08,0.0796,"REG","REG",1.01,NA,0.076,0.0765,"REG","REG",0.99,NA,0.126,0.1265,"REG","REG",1,NA,0.061,0.0605,"REG","REG",1.01,NA,0.047,0.0465,"REG","REG",1.01,NA,0.126,0.1265,"REG","REG",1,NA,0.09,0.0901,"REG","REG",1,NA,0.292,0.2922,"REG","REG",1,NA,0.215,0.2151,"REG","REG",1,NA,0.564,0.5642,"REG","REG",1,NA,0.054,0.0543,"REG","REG",0.99,NA,0.21,0.2102,"REG","REG",1,NA,0.029,0.0287,"REG","REG",1.01,NA,0.007,0.0067,"LOD","LOD",1.04,NA,0.041,0.0409,"REG","REG",1,NA,0.002,0.0016,"ND","ND",1.25,NA,0,5e-4,"ND","ND",0,NA,0.017,0.0166,"LOD","LOD",1.02,NA,0.172,0.1724,"REG","REG",1,NA,0.028,0.028,"REG","REG",1,NA,0.009,0.0089,"REG","REG",1.01,NA,0.033,0.0333,"REG","REG",0.99,NA
"25th & Point Breeze352023",6,"25th & Point Breeze","stationary","39.92771763, -75.1873965",39.92771763,-75.1873965,"#D39200","Industrial","Institution","Low","Auto body shop, junkyard","LowT/I","P733867","P733867 090723 083023 Point Breeze mid SS","P733867 090723 083023 Point Breeze mid SS.D","2023-09-07","2023-08-30","sample","2023-08-23","2023-08-30",10018,2,352023,1,0.455,0.4492,"REG","REG",1.01,NA,0.21,0.2059,"REG","REG",1.02,NA,0.085,0.0844,"REG","REG",1.01,NA,0.121,0.1204,"REG","REG",1,NA,0.344,0.3398,"REG","REG",1.01,NA,0.03,0.0303,"LOD","LOD",0.99,NA,0.021,0.0213,"LOD","LOD",0.99,NA,0.024,0.0189,"LOD","LOD",1.27,NA,0.052,0.0525,"REG","REG",0.99,NA,0.026,0.0264,"LOD","LOD",0.98,NA,0.065,0.0665,"REG","REG",0.98,NA,0.03,0.0297,"LOD","LOD",1.01,NA,0.137,0.1299,"REG","REG",1.05,NA,0.16,0.1603,"REG","REG",1,NA,0.097,0.0265,"REG","REG",3.66,NA,0.062,0.0343,"REG","REG",1.81,NA,0.06,0.0544,"REG","REG",1.1,NA,0.049,0.0504,"LOD","LOD",0.97,NA,0.093,0.0871,"REG","REG",1.07,NA,0.079,0.0786,"REG","REG",1.01,NA,0.065,0.0653,"REG","REG",1,NA,0.166,0.1664,"REG","REG",1,NA,0.125,0.1282,"REG","REG",0.98,NA,0.39,0.3895,"REG","REG",1,NA,0.305,0.3054,"REG","REG",1,NA,0.837,0.8366,"REG","REG",1,NA,0.066,0.0658,"REG","REG",1,NA,0.336,0.3362,"REG","REG",1,NA,0.062,0.0621,"REG","REG",1,NA,0.011,0.0106,"LOD","LOD",1.04,NA,0.055,0.0551,"REG","REG",1,NA,0.002,0.0016,"ND","ND",1.25,NA,0,5e-4,"ND","ND",0,NA,0.017,0.0153,"LOD","LOD",1.11,NA,0.201,0.2011,"REG","REG",1,NA,0.019,0.0187,"REG","REG",1.02,NA,0.009,0.0089,"REG","REG",1.01,NA,0.057,0.057,"REG","REG",1,NA
"25th & Point Breeze362023",6,"25th & Point Breeze","stationary","39.92771763, -75.1873965",39.92771763,-75.1873965,"#D39200","Industrial","Institution","Low","Auto body shop, junkyard","LowT/I","P726643","P726643 090823 090623 Point Breeze mid SS","P726643 090823 090623 Point Breeze mid SS.D","2023-09-08","2023-09-06","sample","2023-08-30","2023-09-06",10034,2,362023,1,0.562,0.5624,"REG","REG",1,NA,0.194,0.1931,"REG","REG",1,NA,0.099,0.0992,"REG","REG",1,NA,0.152,0.1517,"REG","REG",1,NA,0.411,0.4114,"REG","REG",1,NA,0.034,0.034,"LOD","LOD",1,NA,0.027,0.0273,"LOD","LOD",0.99,NA,0.022,0.0223,"LOD","LOD",0.99,NA,0.066,0.0664,"REG","REG",0.99,NA,0.026,0.0263,"LOD","LOD",0.99,NA,0.083,0.0831,"REG","REG",1,NA,0.03,0.0297,"LOD","LOD",1.01,NA,0.143,0.1425,"REG","REG",1,NA,0.18,0.1799,"REG","REG",1,NA,0.036,0.036,"REG","REG",1,NA,0.038,0.0384,"REG","REG",0.99,NA,0.064,0.064,"REG","REG",1,NA,0.015,0.0149,"ND","ND",1.01,NA,0.1,0.1002,"REG","REG",1,NA,0.103,0.1027,"REG","REG",1,NA,0.072,0.0719,"REG","REG",1,NA,0.153,0.1528,"REG","REG",1,NA,0.151,0.1514,"REG","REG",1,NA,0.34,0.3403,"REG","REG",1,NA,0.356,0.3561,"REG","REG",1,NA,1.006,1.0061,"REG","REG",1,NA,0.019,0.0189,"REG","REG",1.01,NA,0.388,0.3882,"REG","REG",1,NA,0.039,0.0391,"REG","REG",1,NA,0.005,0.0048,"ND","ND",1.04,NA,0.042,0.0419,"REG","REG",1,NA,0.002,0.0016,"ND","ND",1.25,NA,0,5e-4,"ND","ND",0,NA,0.021,0.0208,"LOD","LOD",1.01,NA,0.186,0.1864,"REG","REG",1,NA,0.019,0.0186,"REG","REG",1.02,NA,0.013,0.0133,"REG","REG",0.98,NA,0.043,0.0427,"REG","REG",1.01,NA
"25th & Point Breeze392023",6,"25th & Point Breeze","stationary","39.92771763, -75.1873965",39.92771763,-75.1873965,"#D39200","Industrial","Institution","Low","Auto body shop, junkyard","LowT/I","P733891","P733891 092923 092723 Point Breeze mid SS","P733891 092923 092723 Point Breeze mid SS RENAME.D","2023-09-29","2023-09-27","sample","2023-09-20","2023-09-27",9986,2,392023,1,0.515,0.515,"REG","REG",1,NA,0.233,0.2316,"REG","REG",1.01,NA,0.075,0.0747,"REG","REG",1,NA,0.105,0.105,"REG","REG",1,NA,0.354,0.3537,"REG","REG",1,NA,0.015,0.0152,"LOD","LOD",0.99,NA,0.009,0.0092,"LOD","LOD",0.98,NA,0.009,0.0086,"LOD","LOD",1.05,NA,0.039,0.0387,"LOD","LOD",1.01,NA,0.015,0.0151,"LOD","LOD",0.99,NA,0.042,0.0417,"REG","REG",1.01,NA,0.018,0.0177,"LOD","LOD",1.02,NA,0.085,0.0851,"REG","REG",1,NA,0.114,0.114,"REG","REG",1,NA,0.01,0.0098,"ND","ND",1.02,NA,0.014,0.0136,"REG","REG",1.03,NA,0.025,0.0252,"LOD","LOD",0.99,NA,0.007,0.0072,"LOD","LOD",0.97,NA,0.027,0.0273,"LOD","LOD",0.99,NA,0.042,0.0425,"LOD","LOD",0.99,NA,0.049,0.0489,"REG","REG",1,NA,0.093,0.0935,"REG","REG",0.99,NA,0.058,0.0579,"LOD","LOD",1,NA,0.208,0.2076,"REG","REG",1,NA,0.235,0.2345,"REG","REG",1,NA,0.706,0.7057,"REG","REG",1,NA,0.107,0.1073,"REG","REG",1,NA,0.158,0.1581,"REG","REG",1,NA,0.028,0.0278,"REG","REG",1.01,NA,0.005,0.0049,"ND","ND",1.02,NA,0.003,0.0034,"ND","ND",0.88,NA,0.002,0.0017,"ND","ND",1.18,NA,0,5e-4,"ND","ND",0,NA,0.032,0.032,"REG","REG",1,NA,0.274,0.2738,"REG","REG",1,NA,0.028,0.0281,"REG","REG",1,NA,0.022,0.0223,"REG","REG",0.99,NA,0.153,0.1526,"REG","REG",1,NA
"25th & Point Breeze402023",6,"25th & Point Breeze","stationary","39.92771763, -75.1873965",39.92771763,-75.1873965,"#D39200","Industrial","Institution","Low","Auto body shop, junkyard","LowT/I","P733883","P733883 101223 100423 Point Breeze mid SS","P733883 101223 100423 Point Breeze mid SS.D","2023-10-12","2023-10-04","sample","2023-09-27","2023-10-04",10185,2,402023,1,0.777,0.7771,"REG","REG",1,NA,0.33,0.3283,"REG","REG",1.01,NA,0.112,0.1124,"REG","REG",1,NA,0.165,0.1654,"REG","REG",1,NA,0.491,0.4909,"REG","REG",1,NA,0.026,0.0261,"LOD","LOD",1,NA,0.018,0.018,"LOD","LOD",1,NA,0.024,0.0237,"LOD","LOD",1.01,NA,0.059,0.0586,"REG","REG",1.01,NA,0.026,0.0259,"LOD","LOD",1,NA,0.073,0.0728,"REG","REG",1,NA,0.03,0.0298,"LOD","LOD",1.01,NA,0.186,0.1856,"REG","REG",1,NA,0.327,0.3273,"REG","REG",1,NA,0.042,0.0416,"REG","REG",1.01,NA,0.058,0.0577,"REG","REG",1.01,NA,0.062,0.0618,"REG","REG",1,NA,0.023,0.0228,"LOD","LOD",1.01,NA,0.052,0.0524,"LOD","LOD",0.99,NA,0.238,0.238,"REG","REG",1,NA,0.121,0.1209,"REG","REG",1,NA,0.176,0.1761,"REG","REG",1,NA,0.139,0.1386,"REG","REG",1,NA,0.407,0.4071,"REG","REG",1,NA,0.604,0.6042,"REG","REG",1,NA,1.683,1.6831,"REG","REG",1,NA,0.21,0.2104,"ULOD","ULOD",1,NA,0.412,0.4124,"REG","REG",1,NA,0.051,0.0508,"REG","REG",1,NA,0.005,0.0053,"REG","REG",0.94,NA,0.028,0.028,"REG","REG",1,NA,0.002,0.0016,"ND","ND",1.25,NA,0,5e-4,"ND","ND",0,NA,0.032,0.0316,"REG","REG",1.01,NA,0.268,0.2684,"REG","REG",1,NA,0.037,0.0367,"REG","REG",1.01,NA,0.017,0.0175,"REG","REG",0.97,NA,0.075,0.0748,"REG","REG",1,NA
"25th & Point Breeze412023",6,"25th & Point Breeze","stationary","39.92771763, -75.1873965",39.92771763,-75.1873965,"#D39200","Industrial","Institution","Low","Auto body shop, junkyard","LowT/I","P733865","P733865 101323 101123 Point Breeze mid SS","P733865 101323 101123 Point Breeze mid SS.D","2023-10-13","2023-10-11","sample","2023-10-04","2023-10-11",9929,1.99,412023,1,0.836,0.836,"REG","REG",1,NA,0.424,0.4226,"REG","REG",1,NA,0.12,0.1198,"REG","REG",1,NA,0.174,0.1741,"REG","REG",1,NA,0.548,0.5479,"REG","REG",1,NA,0.03,0.0304,"LOD","LOD",0.99,NA,0.018,0.0183,"LOD","LOD",0.98,NA,0.024,0.0242,"LOD","LOD",0.99,NA,0.063,0.0633,"REG","REG",1,NA,0.03,0.0303,"REG","REG",0.99,NA,0.074,0.0743,"REG","REG",1,NA,0.03,0.0304,"LOD","LOD",0.99,NA,0.228,0.2281,"REG","REG",1,NA,0.374,0.3741,"REG","REG",1,NA,0.085,0.085,"REG","REG",1,NA,0.067,0.0671,"REG","REG",1,NA,0.063,0.063,"REG","REG",1,NA,0.023,0.0232,"LOD","LOD",0.99,NA,0.053,0.0533,"LOD","LOD",0.99,NA,0.134,0.1336,"REG","REG",1,NA,0.087,0.0867,"REG","REG",1,NA,0.22,0.2198,"REG","REG",1,NA,0.13,0.1297,"REG","REG",1,NA,0.501,0.5011,"REG","REG",1,NA,0.648,0.6475,"REG","REG",1,NA,1.775,1.7752,"REG","REG",1,NA,0.215,0.2148,"ULOD","ULOD",1,NA,0.379,0.3787,"REG","REG",1,NA,0.052,0.0517,"REG","REG",1.01,NA,0.012,0.012,"REG","REG",1,NA,0.029,0.0286,"REG","REG",1.01,NA,0.002,0.0017,"ND","ND",1.18,NA,0,5e-4,"ND","ND",0,NA,0.027,0.0267,"REG","REG",1.01,NA,0.317,0.3172,"REG","REG",1,NA,0.047,0.0468,"REG","REG",1,NA,0.027,0.0267,"REG","REG",1.01,NA,0.124,0.1241,"REG","REG",1,NA
