"siteweek","site_id","site","site_type","coordinates","lat","long","site_color","industrial_20","land_use","site_traffic","nearby_sources","ind_traf","tube_number","file_name_sampling","file_name","analysis_batch_date","sample_end_date","sample_type","start_date","end_date","time_difference","multiplier","week","sample_length","m_p_xylene_2_old","m_p_xylene_2_new","m_p_xylene_2_flag_old","m_p_xylene_2_flag_new","m_p_xylene_2_ratio","m_p_xylene_2_dis","benzene_old","benzene_new","benzene_flag_old","benzene_flag_new","benzene_ratio","benzene_dis","ethylbenzene_old","ethylbenzene_new","ethylbenzene_flag_old","ethylbenzene_flag_new","ethylbenzene_ratio","ethylbenzene_dis","o_xylene_old","o_xylene_new","o_xylene_flag_old","o_xylene_flag_new","o_xylene_ratio","o_xylene_dis","toluene_old","toluene_new","toluene_flag_old","toluene_flag_new","toluene_ratio","toluene_dis","benzene_1_2_3_trimethyl_old","benzene_1_2_3_trimethyl_new","benzene_1_2_3_trimethyl_flag_old","benzene_1_2_3_trimethyl_flag_new","benzene_1_2_3_trimethyl_ratio","benzene_1_2_3_trimethyl_dis","benzene_1_4_diethyl_old","benzene_1_4_diethyl_new","benzene_1_4_diethyl_flag_old","benzene_1_4_diethyl_flag_new","benzene_1_4_diethyl_ratio","benzene_1_4_diethyl_dis","benzene_1_ethyl_2_methyl_old","benzene_1_ethyl_2_methyl_new","benzene_1_ethyl_2_methyl_flag_old","benzene_1_ethyl_2_methyl_flag_new","benzene_1_ethyl_2_methyl_ratio","benzene_1_ethyl_2_methyl_dis","benzene_1_ethyl_3_methyl_old","benzene_1_ethyl_3_methyl_new","benzene_1_ethyl_3_methyl_flag_old","benzene_1_ethyl_3_methyl_flag_new","benzene_1_ethyl_3_methyl_ratio","benzene_1_ethyl_3_methyl_dis","benzene_1_ethyl_4_methyl_old","benzene_1_ethyl_4_methyl_new","benzene_1_ethyl_4_methyl_flag_old","benzene_1_ethyl_4_methyl_flag_new","benzene_1_ethyl_4_methyl_ratio","benzene_1_ethyl_4_methyl_dis","mesitylene_old","mesitylene_new","mesitylene_flag_old","mesitylene_flag_new","mesitylene_ratio","mesitylene_dis","benzene_propyl_old","benzene_propyl_new","benzene_propyl_flag_old","benzene_propyl_flag_new","benzene_propyl_ratio","benzene_propyl_dis","heptane_old","heptane_new","heptane_flag_old","heptane_flag_new","heptane_ratio","heptane_dis","n_hexane_old","n_hexane_new","n_hexane_flag_old","n_hexane_flag_new","n_hexane_ratio","n_hexane_dis","nonane_old","nonane_new","nonane_flag_old","nonane_flag_new","nonane_ratio","nonane_dis","octane_old","octane_new","octane_flag_old","octane_flag_new","octane_ratio","octane_dis","decane_old","decane_new","decane_flag_old","decane_flag_new","decane_ratio","decane_dis","dodecane_old","dodecane_new","dodecane_flag_old","dodecane_flag_new","dodecane_ratio","dodecane_dis","undecane_old","undecane_new","undecane_flag_old","undecane_flag_new","undecane_ratio","undecane_dis","pentane_2_3_4_trimethyl_old","pentane_2_3_4_trimethyl_new","pentane_2_3_4_trimethyl_flag_old","pentane_2_3_4_trimethyl_flag_new","pentane_2_3_4_trimethyl_ratio","pentane_2_3_4_trimethyl_dis","pentane_2_4_dimethyl_old","pentane_2_4_dimethyl_new","pentane_2_4_dimethyl_flag_old","pentane_2_4_dimethyl_flag_new","pentane_2_4_dimethyl_ratio","pentane_2_4_dimethyl_dis","hexane_2_methyl_old","hexane_2_methyl_new","hexane_2_methyl_flag_old","hexane_2_methyl_flag_new","hexane_2_methyl_ratio","hexane_2_methyl_dis","heptane_3_methyl_old","heptane_3_methyl_new","heptane_3_methyl_flag_old","heptane_3_methyl_flag_new","heptane_3_methyl_ratio","heptane_3_methyl_dis","hexane_3_methyl_old","hexane_3_methyl_new","hexane_3_methyl_flag_old","hexane_3_methyl_flag_new","hexane_3_methyl_ratio","hexane_3_methyl_dis","pentane_3_methyl_old","pentane_3_methyl_new","pentane_3_methyl_flag_old","pentane_3_methyl_flag_new","pentane_3_methyl_ratio","pentane_3_methyl_dis","pentane_2_methyl_old","pentane_2_methyl_new","pentane_2_methyl_flag_old","pentane_2_methyl_flag_new","pentane_2_methyl_ratio","pentane_2_methyl_dis","butane_2_methyl_old","butane_2_methyl_new","butane_2_methyl_flag_old","butane_2_methyl_flag_new","butane_2_methyl_ratio","butane_2_methyl_dis","cyclohexane_methyl_old","cyclohexane_methyl_new","cyclohexane_methyl_flag_old","cyclohexane_methyl_flag_new","cyclohexane_methyl_ratio","cyclohexane_methyl_dis","x1_hexene_old","x1_hexene_new","x1_hexene_flag_old","x1_hexene_flag_new","x1_hexene_ratio","x1_hexene_dis","x2_pentene_z_cis_old","x2_pentene_z_cis_new","x2_pentene_z_cis_flag_old","x2_pentene_z_cis_flag_new","x2_pentene_z_cis_ratio","x2_pentene_z_cis_dis","x1_3_butadiene_2_methyl_old","x1_3_butadiene_2_methyl_new","x1_3_butadiene_2_methyl_flag_old","x1_3_butadiene_2_methyl_flag_new","x1_3_butadiene_2_methyl_ratio","x1_3_butadiene_2_methyl_dis","x2_hexanone_old","x2_hexanone_new","x2_hexanone_flag_old","x2_hexanone_flag_new","x2_hexanone_ratio","x2_hexanone_dis","methyl_isobutyl_ketone_old","methyl_isobutyl_ketone_new","methyl_isobutyl_ketone_flag_old","methyl_isobutyl_ketone_flag_new","methyl_isobutyl_ketone_ratio","methyl_isobutyl_ketone_dis","benzene_1_2_dichloro_old","benzene_1_2_dichloro_new","benzene_1_2_dichloro_flag_old","benzene_1_2_dichloro_flag_new","benzene_1_2_dichloro_ratio","benzene_1_2_dichloro_dis","carbon_tetrachloride_old","carbon_tetrachloride_new","carbon_tetrachloride_flag_old","carbon_tetrachloride_flag_new","carbon_tetrachloride_ratio","carbon_tetrachloride_dis","trichloromethane_old","trichloromethane_new","trichloromethane_flag_old","trichloromethane_flag_new","trichloromethane_ratio","trichloromethane_dis","tetrachloroethylene_old","tetrachloroethylene_new","tetrachloroethylene_flag_old","tetrachloroethylene_flag_new","tetrachloroethylene_ratio","tetrachloroethylene_dis","trichloromonofluoromethane_old","trichloromonofluoromethane_new","trichloromonofluoromethane_flag_old","trichloromonofluoromethane_flag_new","trichloromonofluoromethane_ratio","trichloromonofluoromethane_dis"
"Bartram’s Garden192024",1,"Bartram’s Garden","stationary","39.92896, -75.212541",39.92896,-75.212541,"#619CFF","Non-Industrial","Open Space","Low",NA,"LowT/NoI","P726618","P726618 051224 050824 Bartrams SS","P726618 051224 050824 Bartrams SS.D","2024-05-12","2024-05-08","sample","2024-05-01","2024-05-08",10241,2,192024,1,0.584,0.5838,"REG","REG",1,NA,0.286,0.2868,"REG","REG",1,NA,0.081,0.081,"REG","REG",1,NA,0.126,0.1259,"REG","REG",1,NA,0.402,0.4018,"REG","REG",1,NA,0.022,0.0222,"LOD","LOD",0.99,NA,0.012,0.0119,"LOD","LOD",1.01,NA,0.02,0.0202,"LOD","LOD",0.99,NA,0.041,0.0411,"LOD","LOD",1,NA,0.022,0.0221,"LOD","LOD",1,NA,0.048,0.048,"REG","REG",1,NA,0.024,0.0237,"LOD","LOD",1.01,NA,0.106,0.1058,"REG","REG",1,NA,0.147,0.1471,"REG","REG",1,NA,0.045,0.0446,"REG","REG",1.01,NA,0.039,0.0395,"REG","REG",0.99,NA,0.046,0.0462,"LOD","LOD",1,NA,0.021,0.0211,"LOD","LOD",1,NA,0.055,0.0553,"LOD","LOD",0.99,NA,0.036,0.0355,"LOD","LOD",1.01,NA,0.049,0.0487,"REG","REG",1.01,NA,0.085,0.0846,"REG","REG",1,NA,0.069,0.0689,"LOD","LOD",1,NA,0.191,0.1905,"REG","REG",1,NA,0.14,0.1402,"REG","REG",1,NA,0.949,0.9486,"REG","REG",1,NA,0.099,0.0993,"REG","REG",1,NA,0.175,0.1747,"REG","REG",1,NA,0.025,0.0247,"REG","REG",1.01,NA,0.006,0.0059,"LOD","LOD",1.02,NA,0.003,0.0034,"ND","ND",0.88,NA,0.002,0.0016,"ND","ND",1.25,NA,0,4e-4,"ND","ND",0,NA,0.03,0.0304,"REG","REG",0.99,NA,0.323,0.3231,"REG","REG",1,NA,0.026,0.0256,"REG","REG",1.02,NA,0.017,0.0174,"REG","REG",0.98,NA,0.041,0.0414,"REG","REG",0.99,NA
"Bartram’s Garden202024",1,"Bartram’s Garden","stationary","39.92896, -75.212541",39.92896,-75.212541,"#619CFF","Non-Industrial","Open Space","Low",NA,"LowT/NoI","P726664","P726664 052324 051524 Bartrams SS","P726664 052324 051524 Bartrams SS.D","2024-05-23","2024-05-15","sample","2024-05-08","2024-05-15",9435,2,202024,1,0.399,0.4293,"REG","REG",0.93,NA,0.226,0.2451,"REG","REG",0.92,NA,0.052,0.0562,"REG","REG",0.93,NA,0.08,0.0865,"REG","REG",0.92,NA,0.246,0.2647,"REG","REG",0.93,NA,0.015,0.0161,"LOD","LOD",0.93,NA,0.007,0.0078,"ND","ND",0.9,NA,0.014,0.0146,"LOD","LOD",0.96,NA,0.031,0.0335,"LOD","LOD",0.93,NA,0.019,0.02,"LOD","LOD",0.95,NA,0.04,0.0433,"REG","REG",0.92,NA,0.018,0.0193,"LOD","LOD",0.93,NA,0.081,0.0875,"REG","REG",0.93,NA,0.116,0.1244,"REG","REG",0.93,NA,0.045,0.0485,"REG","REG",0.93,NA,0.032,0.034,"REG","REG",0.94,NA,0.032,0.0346,"LOD","LOD",0.92,NA,0.021,0.0229,"LOD","LOD",0.92,NA,0.049,0.053,"LOD","LOD",0.92,NA,0.042,0.045,"LOD","LOD",0.93,NA,0.029,0.0317,"LOD","LOD",0.91,NA,0.079,0.0848,"REG","REG",0.93,NA,0.058,0.0623,"LOD","LOD",0.93,NA,0.18,0.1939,"REG","REG",0.93,NA,0.353,0.3805,"REG","REG",0.93,NA,0.9,0.969,"REG","REG",0.93,NA,0.13,0.14,"REG","REG",0.93,NA,0.197,0.212,"REG","REG",0.93,NA,0.007,0.007,"ND","ND",1,NA,0.005,0.0052,"ND","ND",0.96,NA,0.026,0.0278,"REG","REG",0.94,NA,0.002,0.0017,"ND","ND",1.18,NA,0,5e-4,"ND","ND",0,NA,0.02,0.0212,"REG","REG",0.94,NA,0.397,0.427,"REG","REG",0.93,NA,0.026,0.0277,"REG","REG",0.94,NA,0.013,0.0141,"REG","REG",0.92,NA,0.178,0.1913,"REG","REG",0.93,NA
"Bartram’s Garden212024",1,"Bartram’s Garden","stationary","39.92896, -75.212541",39.92896,-75.212541,"#619CFF","Non-Industrial","Open Space","Low",NA,"LowT/NoI","P733841","P733841 052424 052224 Bartrams SS","P733841 052424 052224 Bartrams SS.D","2024-05-24","2024-05-22","sample","2024-05-15","2024-05-22",9848,2,212024,1,0.578,0.5781,"REG","REG",1,NA,0.195,0.1967,"REG","REG",0.99,NA,0.074,0.0741,"REG","REG",1,NA,0.115,0.1149,"REG","REG",1,NA,0.344,0.3444,"REG","REG",1,NA,0.009,0.009,"ND","ND",1,NA,0.009,0.0093,"LOD","LOD",0.97,NA,0.021,0.021,"LOD","LOD",1,NA,0.05,0.0499,"REG","REG",1,NA,0.027,0.0268,"LOD","LOD",1.01,NA,0.058,0.0584,"REG","REG",0.99,NA,0.025,0.0246,"LOD","LOD",1.02,NA,0.117,0.1166,"REG","REG",1,NA,0.187,0.1868,"REG","REG",1,NA,0.022,0.0222,"REG","REG",0.99,NA,0.033,0.0326,"REG","REG",1.01,NA,0.048,0.048,"LOD","LOD",1,NA,0.015,0.0152,"ND","ND",0.99,NA,0.058,0.0575,"LOD","LOD",1.01,NA,0.062,0.0615,"REG","REG",1.01,NA,0.044,0.0439,"LOD","LOD",1,NA,0.115,0.1151,"REG","REG",1,NA,0.084,0.0836,"REG","REG",1,NA,0.248,0.2477,"REG","REG",1,NA,0.489,0.4895,"REG","REG",1,NA,1.315,1.3152,"REG","REG",1,NA,0.144,0.1444,"ULOD","ULOD",1,NA,0.299,0.2993,"REG","REG",1,NA,0.026,0.0257,"REG","REG",1.01,NA,0.005,0.0049,"ND","ND",1.02,NA,0.003,0.0035,"ND","ND",0.86,NA,0.002,0.0017,"ND","ND",1.18,NA,0.009,0.0093,"REG","REG",0.97,NA,0.02,0.0203,"REG","REG",0.99,NA,0.336,0.336,"REG","REG",1,NA,0.027,0.0266,"REG","REG",1.02,NA,0.014,0.0135,"REG","REG",1.04,NA,0.135,0.1349,"REG","REG",1,NA
"Bartram’s Garden222024",1,"Bartram’s Garden","stationary","39.92896, -75.212541",39.92896,-75.212541,"#619CFF","Non-Industrial","Open Space","Low",NA,"LowT/NoI","P733888","P733888 060624 052924 Bartrams SS","P733888 060624 052924 Bartrams SS.D","2024-06-06","2024-05-29","sample","2024-05-22","2024-05-29",9569,2,222024,1,0.334,0.359,"REG","REG",0.93,NA,0.184,0.1992,"REG","REG",0.92,NA,0.048,0.0515,"REG","REG",0.93,NA,0.071,0.0762,"REG","REG",0.93,NA,0.304,0.3266,"REG","REG",0.93,NA,0.009,0.0092,"ND","ND",0.98,NA,0.007,0.0076,"ND","ND",0.92,NA,0.01,0.0108,"LOD","LOD",0.93,NA,0.027,0.0293,"LOD","LOD",0.92,NA,0.014,0.0156,"LOD","LOD",0.9,NA,0.031,0.0335,"REG","REG",0.93,NA,0.012,0.0127,"LOD","LOD",0.94,NA,0.092,0.0988,"REG","REG",0.93,NA,0.104,0.1122,"REG","REG",0.93,NA,0.047,0.05,"REG","REG",0.94,NA,0.038,0.0409,"REG","REG",0.93,NA,0.042,0.0456,"LOD","LOD",0.92,NA,0.032,0.0339,"LOD","LOD",0.94,NA,0.069,0.0738,"LOD","LOD",0.93,NA,0.024,0.0253,"LOD","LOD",0.95,NA,0.036,0.0383,"LOD","LOD",0.94,NA,0.065,0.0697,"REG","REG",0.93,NA,0.046,0.0492,"LOD","LOD",0.93,NA,0.142,0.1529,"REG","REG",0.93,NA,0.229,0.246,"REG","REG",0.93,NA,0.629,0.6768,"REG","REG",0.93,NA,0.064,0.0696,"REG","REG",0.92,NA,0.174,0.187,"REG","REG",0.93,NA,0.069,0.0805,"REG","REG",0.86,NA,0.006,0.007,"LOD","LOD",0.86,NA,0.064,0.0682,"REG","REG",0.94,NA,0.002,0.0017,"ND","ND",1.18,NA,0,5e-4,"ND","ND",0,NA,0.034,0.0366,"REG","REG",0.93,NA,0.168,0.1804,"REG","REG",0.93,NA,0.025,0.0293,"REG","REG",0.85,NA,0.013,0.0139,"REG","REG",0.94,NA,0.051,0.0547,"REG","REG",0.93,NA
"Bartram’s Garden232024",1,"Bartram’s Garden","stationary","39.92896, -75.212541",39.92896,-75.212541,"#619CFF","Non-Industrial","Open Space","Low",NA,"LowT/NoI","P726608","P726608 060724 060524 Bartrams SS","P726608 060724 060524 Bartrams SS.D","2024-06-07","2024-06-05","sample","2024-05-29","2024-06-05",10071,2,232024,1,0.327,0.327,"REG","REG",1,NA,0.151,0.152,"REG","REG",0.99,NA,0.049,0.0489,"REG","REG",1,NA,0.067,0.0672,"REG","REG",1,NA,0.213,0.2132,"REG","REG",1,NA,0.015,0.0149,"LOD","LOD",1.01,NA,0.007,0.0073,"ND","ND",0.96,NA,0.01,0.0103,"LOD","LOD",0.97,NA,0.024,0.0244,"LOD","LOD",0.98,NA,0.011,0.0111,"LOD","LOD",0.99,NA,0.032,0.0319,"REG","REG",1,NA,0.012,0.012,"LOD","LOD",1,NA,0.068,0.0682,"REG","REG",1,NA,0.093,0.0933,"REG","REG",1,NA,0.01,0.0097,"REG","REG",1.03,NA,0.018,0.0182,"REG","REG",0.99,NA,0.019,0.0191,"LOD","LOD",0.99,NA,0.016,0.0161,"LOD","LOD",0.99,NA,0.044,0.0437,"LOD","LOD",1.01,NA,0.024,0.0241,"LOD","LOD",1,NA,0.036,0.0363,"LOD","LOD",0.99,NA,0.066,0.0662,"REG","REG",1,NA,0.047,0.0467,"LOD","LOD",1.01,NA,0.133,0.1332,"REG","REG",1,NA,0.213,0.2134,"REG","REG",1,NA,0.586,0.5863,"REG","REG",1,NA,0.081,0.0812,"REG","REG",1,NA,0.178,0.1777,"REG","REG",1,NA,0.033,0.0308,"REG","REG",1.07,NA,0.005,0.0048,"ND","ND",1.04,NA,0.071,0.0713,"REG","REG",1,NA,0.002,0.0016,"ND","ND",1.25,NA,0.007,0.0068,"REG","REG",1.03,NA,0.024,0.0237,"REG","REG",1.01,NA,0.157,0.1572,"REG","REG",1,NA,0.028,0.0278,"REG","REG",1.01,NA,0.009,0.0088,"REG","REG",1.02,NA,0.047,0.0473,"REG","REG",0.99,NA
"Bartram’s Garden242024",1,"Bartram’s Garden","stationary","39.92896, -75.212541",39.92896,-75.212541,"#619CFF","Non-Industrial","Open Space","Low",NA,"LowT/NoI","P726647","P726647 062124 061224 Bartrams SS","P726647 062124 061224 Bartrams SS.D","2024-06-21","2024-06-12","sample","2024-06-05","2024-06-12",9899,2,242024,1,0.426,0.4265,"REG","REG",1,NA,0.16,0.161,"REG","REG",0.99,NA,0.06,0.0599,"REG","REG",1,NA,0.084,0.0843,"REG","REG",1,NA,0.234,0.2341,"REG","REG",1,NA,0.019,0.019,"LOD","LOD",1,NA,0.007,0.0074,"ND","ND",0.95,NA,0.014,0.0139,"LOD","LOD",1.01,NA,0.035,0.0354,"LOD","LOD",0.99,NA,0.015,0.0151,"LOD","LOD",0.99,NA,0.049,0.0492,"REG","REG",1,NA,0.018,0.0184,"LOD","LOD",0.98,NA,0.082,0.0824,"REG","REG",1,NA,0.095,0.095,"REG","REG",1,NA,0.116,0.1157,"REG","REG",1,NA,0.061,0.0606,"REG","REG",1.01,NA,0.039,0.0392,"LOD","LOD",0.99,NA,0.016,0.0164,"LOD","LOD",0.98,NA,0.051,0.0512,"LOD","LOD",1,NA,0.031,0.0306,"LOD","LOD",1.01,NA,0.027,0.0269,"LOD","LOD",1,NA,0.067,0.0673,"REG","REG",1,NA,0.059,0.0594,"LOD","LOD",0.99,NA,0.136,0.1355,"REG","REG",1,NA,0.144,0.1445,"REG","REG",1,NA,0.443,0.4426,"REG","REG",1,NA,0.041,0.0417,"REG","REG",0.98,NA,0.128,0.1276,"REG","REG",1,NA,0.069,0.0662,"REG","REG",1.04,NA,0.014,0.0136,"LOD","LOD",1.03,NA,0.089,0.0891,"REG","REG",1,NA,0.002,0.0017,"ND","ND",1.18,NA,0.009,0.0088,"REG","REG",1.02,NA,0.024,0.0241,"REG","REG",1,NA,0.218,0.218,"REG","REG",1,NA,0.028,0.0283,"REG","REG",0.99,NA,0.013,0.0135,"REG","REG",0.96,NA,0.043,0.0433,"REG","REG",0.99,NA
"Bartram’s Garden252024",1,"Bartram’s Garden","stationary","39.92896, -75.212541",39.92896,-75.212541,"#619CFF","Non-Industrial","Open Space","Low",NA,"LowT/NoI","P726666","P726666 062124 061924 Bartrams SS","P726666 062124 061924 Bartrams SS.D","2024-06-21","2024-06-19","sample","2024-06-12","2024-06-19",10125,2,252024,1,0.318,0.3182,"REG","REG",1,NA,0.126,0.1265,"REG","REG",1,NA,0.044,0.0437,"REG","REG",1.01,NA,0.072,0.072,"REG","REG",1,NA,0.204,0.2036,"REG","REG",1,NA,0.022,0.0223,"LOD","LOD",0.99,NA,0.007,0.0072,"ND","ND",0.97,NA,0.014,0.0136,"LOD","LOD",1.03,NA,0.031,0.0312,"LOD","LOD",0.99,NA,0.015,0.0147,"LOD","LOD",1.02,NA,0.04,0.0399,"REG","REG",1,NA,0.012,0.012,"LOD","LOD",1,NA,0.074,0.0742,"REG","REG",1,NA,0.093,0.0928,"REG","REG",1,NA,0.052,0.052,"REG","REG",1,NA,0.035,0.0346,"REG","REG",1.01,NA,0.043,0.0431,"LOD","LOD",1,NA,0.016,0.016,"LOD","LOD",1,NA,0.043,0.0435,"LOD","LOD",0.99,NA,0.03,0.0299,"LOD","LOD",1,NA,0.023,0.023,"LOD","LOD",1,NA,0.053,0.0527,"REG","REG",1.01,NA,0.046,0.0465,"LOD","LOD",0.99,NA,0.12,0.1204,"REG","REG",1,NA,0.141,0.1413,"REG","REG",1,NA,0.433,0.4327,"REG","REG",1,NA,0.045,0.0458,"REG","REG",0.98,NA,0.146,0.1455,"REG","REG",1,NA,0.022,0.0193,"REG","REG",1.14,NA,0.005,0.0048,"ND","ND",1.04,NA,0.126,0.126,"REG","REG",1,NA,0.002,0.0016,"ND","ND",1.25,NA,0.007,0.0068,"REG","REG",1.03,NA,0.007,0.0071,"LOD","LOD",0.99,NA,0.199,0.199,"REG","REG",1,NA,0.018,0.0185,"REG","REG",0.97,NA,0.009,0.0088,"REG","REG",1.02,NA,0.042,0.0423,"REG","REG",0.99,NA
"Bartram’s Garden262024",1,"Bartram’s Garden","stationary","39.92896, -75.212541",39.92896,-75.212541,"#619CFF","Non-Industrial","Open Space","Low",NA,"LowT/NoI","P726670","P726670 062724 061924 Bartrams SS","P726670 062724 061924 Bartrams SS.D","2024-06-27","2024-06-19","sample","2024-06-19","2024-06-26",10060,2,262024,1,0.235,0.235,"REG","REG",1,NA,0.095,0.0963,"REG","REG",0.99,NA,0.034,0.034,"REG","REG",1,NA,0.052,0.0515,"REG","REG",1.01,NA,0.192,0.1923,"REG","REG",1,NA,0.011,0.0111,"LOD","LOD",0.99,NA,0.007,0.0073,"ND","ND",0.96,NA,0.01,0.0103,"LOD","LOD",0.97,NA,0.014,0.014,"LOD","LOD",1,NA,0.011,0.0111,"LOD","LOD",0.99,NA,0.024,0.0236,"REG","REG",1.02,NA,0.012,0.012,"LOD","LOD",1,NA,0.068,0.0683,"REG","REG",1,NA,0.074,0.0736,"REG","REG",1.01,NA,0.057,0.057,"REG","REG",1,NA,0.035,0.0348,"REG","REG",1.01,NA,0.048,0.0482,"LOD","LOD",1,NA,0.021,0.0215,"LOD","LOD",0.98,NA,0.057,0.057,"LOD","LOD",1,NA,0.018,0.0181,"LOD","LOD",0.99,NA,0.011,0.0111,"ND","ND",0.99,NA,0.04,0.0398,"LOD","LOD",1.01,NA,0.035,0.0351,"LOD","LOD",1,NA,0.085,0.0849,"REG","REG",1,NA,0.101,0.1014,"REG","REG",1,NA,0.284,0.284,"REG","REG",1,NA,0,3e-4,"ND","ND",0,NA,0.084,0.0837,"REG","REG",1,NA,0.022,0.0194,"REG","REG",1.13,NA,0.005,0.0048,"ND","ND",1.04,NA,0.13,0.13,"REG","REG",1,NA,0.002,0.0016,"ND","ND",1.25,NA,0,5e-4,"ND","ND",0,NA,0.007,0.0072,"LOD","LOD",0.97,NA,0.172,0.1716,"REG","REG",1,NA,0.019,0.0186,"REG","REG",1.02,NA,0.009,0.0088,"REG","REG",1.02,NA,0.066,0.0663,"REG","REG",1,NA
"Essington & Mingo272023",2,"Essington & Mingo","stationary","39.90131732, -75.2250262",39.90131732,-75.2250262,"#DB72FB","Industrial","Industrial","High","Auto body shop, junkyard","HighT/I","P733857","P733857 071323 070523 Essington 1WK SS","P733857 071323 070523 Essington 1WK.D","2023-07-13","2023-07-05","sample","2023-06-28","2023-07-05",10018,1,272023,1,0.888,0.8877,"REG","REG",1,NA,0.334,0.3338,"REG","REG",1,NA,0.162,0.1622,"REG","REG",1,NA,0.255,0.2548,"REG","REG",1,NA,0.742,0.7417,"REG","REG",1,NA,0.032,0.0322,"REG","REG",0.99,NA,0.017,0.0167,"REG","REG",1.02,NA,0.029,0.0293,"REG","REG",0.99,NA,0.084,0.0841,"REG","REG",1,NA,0.028,0.0283,"REG","REG",0.99,NA,0.071,0.0707,"REG","REG",1,NA,0.036,0.0363,"REG","REG",0.99,NA,0.134,0.1344,"REG","REG",1,NA,0.19,0.1897,"REG","REG",1,NA,0.008,0.0077,"REG","REG",1.04,NA,0.042,0.0421,"REG","REG",1,NA,0.03,0.0304,"REG","REG",0.99,NA,0.024,0.0236,"REG","REG",1.02,NA,0.059,0.0591,"REG","REG",1,NA,0.109,0.1089,"REG","REG",1,NA,0.076,0.0764,"REG","REG",0.99,NA,0.12,0.1198,"REG","REG",1,NA,0.092,0.0925,"REG","REG",0.99,NA,0.262,0.2617,"REG","REG",1,NA,0.363,0.3634,"REG","REG",1,NA,1.012,1.0125,"REG","REG",1,NA,0.082,0.0822,"REG","REG",1,NA,0.152,0.1524,"REG","REG",1,NA,0.04,0.0402,"REG","REG",1,NA,0.003,0.0025,"REG","REG",1.2,NA,0.074,0.0745,"REG","REG",0.99,NA,0.013,0.0127,"REG","REG",1.02,NA,0,5e-4,"ND","ND",0,NA,0.006,0.0055,"LOD","LOD",1.09,NA,0.187,0.1867,"REG","REG",1,NA,0.023,0.0233,"REG","REG",0.99,NA,0.009,0.0089,"REG","REG",1.01,NA,0.055,0.0547,"REG","REG",1.01,NA
"Essington & Mingo282023",2,"Essington & Mingo","stationary","39.90131732, -75.2250262",39.90131732,-75.2250262,"#DB72FB","Industrial","Industrial","High","Auto body shop, junkyard","HighT/I","P726644","P726644 071323 071223 Essington  1WK SS","P726644 071323 071223 Essington  1WK SS.D","2023-07-13","2023-07-12","sample","2023-07-05","2023-07-12",10068,2,282023,1,0.575,0.5747,"REG","REG",1,NA,0.202,0.2018,"REG","REG",1,NA,0.104,0.1043,"REG","REG",1,NA,0.162,0.1621,"REG","REG",1,NA,0.379,0.3788,"REG","REG",1,NA,0.009,0.0088,"ND","ND",1.02,NA,0.015,0.0151,"LOD","LOD",0.99,NA,0.024,0.024,"LOD","LOD",1,NA,0.063,0.0627,"REG","REG",1,NA,0.022,0.0225,"LOD","LOD",0.98,NA,0.058,0.0579,"REG","REG",1,NA,0.024,0.0241,"LOD","LOD",1,NA,0.089,0.0889,"REG","REG",1,NA,0.129,0.1291,"REG","REG",1,NA,0.01,0.0097,"ND","ND",1.03,NA,0.017,0.0171,"REG","REG",0.99,NA,0.03,0.0303,"LOD","LOD",0.99,NA,0.029,0.0289,"LOD","LOD",1,NA,0.065,0.0654,"LOD","LOD",0.99,NA,0.06,0.0602,"REG","REG",1,NA,0.073,0.0727,"REG","REG",1,NA,0.093,0.0927,"REG","REG",1,NA,0.069,0.0687,"LOD","LOD",1,NA,0.206,0.2059,"REG","REG",1,NA,0.326,0.326,"REG","REG",1,NA,0.875,0.875,"REG","REG",1,NA,0.068,0.0682,"REG","REG",1,NA,0.146,0.1464,"REG","REG",1,NA,0.057,0.0571,"REG","REG",1,NA,0.006,0.0058,"LOD","LOD",1.03,NA,0.046,0.0464,"REG","REG",0.99,NA,0.002,0.0016,"ND","ND",1.25,NA,0.015,0.0146,"REG","REG",1.03,NA,0.011,0.011,"LOD","LOD",1,NA,0.2,0.2001,"REG","REG",1,NA,0.019,0.0186,"REG","REG",1.02,NA,0.018,0.0177,"REG","REG",1.02,NA,0.047,0.0473,"REG","REG",0.99,NA
