"site","site_type","site_id","variable_name","summary","voc_name","variable_name_old","mw","category_1","category_2","category_2no","sort_in_category"
"Wharton Park","rotating",13,"hexane_3_methyl","0.9 [0.7, 1.2]","3-Methylhexane","hexane_3_methyl",100.205,"Alkanes","Other Alkanes",5,4
"Wharton Park","rotating",13,"heptane_3_methyl","0.3 [0.3, 0.4]","3-Methylheptane","heptane3methyl",114.23,"Alkanes","Other Alkanes",5,5
"Wharton Park","rotating",13,"pentane_3_methyl","1.3 [0.7, 1.6]","3-Methylpentane","pentane_3_methyl",86.178,"Alkanes","Other Alkanes",5,6
"Wharton Park","rotating",13,"pentane_2_4_dimethyl","0.2 [0.2, 0.2]","2,4-Dimethylpentane","pentane_2_4_dimethyl",100.205,"Alkanes","Other Alkanes",5,7
"Wharton Park","rotating",13,"pentane_2_3_4_trimethyl","0.3 [0.2, 0.3]","2,3,4-Trimethylpentane","pentane_2_3_4_trimethyl",114.232,"Alkanes","Other Alkanes",5,8
"Wharton Park","rotating",13,"cyclohexane_methyl","0.7 [0.7, 1.0]","Methylcyclohexane","cyclohexane_methyl",98.189,"Cyclohexanes","Other Alkanes",5,9
"Wharton Park","rotating",13,"x1_hexene","0.1 [0.0, 0.1]","1-Hexene","x1_hexene",84.162,"Alkenes","Alkenes",6,1
"Wharton Park","rotating",13,"x2_pentene_z_cis","0.0 [0.0, 0.0]","cis-2-Pentene","x2_pentene_z_cis",70.1329,"Alkenes","Alkenes",6,2
"Wharton Park","rotating",13,"x1_3_butadiene_2_methyl","0.1 [0.0, 0.1]","Isoprene","x1_3_butadiene_2_methyl",68.12,"Alkenes","Alkenes",6,3
"Wharton Park","rotating",13,"x2_hexanone","0.0 [0.0, 0.0]","2-Hexanone","x2_hexanone",100.161,"Ketones","Ketones",7,1
"Wharton Park","rotating",13,"methyl_isobutyl_ketone","0.0 [0.0, 0.0]","Methyl isobutyl ketone","methyl_isobutyl_ketone",100.16,"Ketones","Ketones",7,2
"Wharton Park","rotating",13,"trichloromethane","0.2 [0.1, 0.2]","Chloroform","trichloromethane",119.37,"Chlorinated Compounds","Chlorinated Compounds",8,1
"Wharton Park","rotating",13,"carbon_tetrachloride","1.8 [1.4, 2.0]","Carbon tetrachloride","carbon_tetrachloride",153.81,"Chlorinated Compounds","Chlorinated Compounds",8,2
"Wharton Park","rotating",13,"tetrachloroethylene","0.1 [0.1, 0.1]","Tetrachloroethylene","tce",165.83,"Chlorinated Compounds","Chlorinated Compounds",8,3
"Wharton Park","rotating",13,"trichloromonofluoromethane","0.7 [0.4, 0.7]","Trichlorofluoromethane","trichlorofluoromethane",137.37,"Chlorinated Compounds","Chlorinated Compounds",8,4
"Wharton Park","rotating",13,"benzene_1_2_dichloro","0.1 [0.1, 0.2]","1,2-dichlorobenzene","benz12chloro",147.01,"Benzene Derivatives","Chlorinated Compounds",8,5
"Finnegan Playground","rotating",14,"benzene","1.0 [0.6, 1.6]","Benzene","benzene",78.11,"BTEX","BTEX",1,1
"Finnegan Playground","rotating",14,"toluene","1.7 [1.1, 2.3]","Toluene","toluene",92.14,"BTEX","BTEX",1,2
"Finnegan Playground","rotating",14,"ethylbenzene","0.4 [0.3, 0.5]","Ethylbenzene","etbenz",106.17,"BTEX","BTEX",1,3
"Finnegan Playground","rotating",14,"m_p_xylene_2","2.4 [1.9, 3.0]","(m+p)-Xylenes","mpxylene",106.16,"BTEX","BTEX",1,4
"Finnegan Playground","rotating",14,"o_xylene","0.6 [0.5, 0.6]","o-Xylene","oxylene",106.16,"BTEX","BTEX",1,5
"Finnegan Playground","rotating",14,"xylenes","2.9 [2.4, 3.7]","Total Xylenes","xylenes",106.16,"BTEX","BTEX",1,6
"Finnegan Playground","rotating",14,"benzene_1_4_diethyl","0.1 [0.1, 0.2]","1,4-Diethylbenzene","benzene_1_4_diethyl",134.221,"Benzene Derivatives","Alkylbenzenes",2,1
"Finnegan Playground","rotating",14,"benzene_1_2_3_trimethyl","0.2 [0.1, 0.2]","1,2,3-Trimethylbenzene","benzene_1_2_3_trimethyl",120.194,"Benzene Derivatives","Alkylbenzenes",2,2
"Finnegan Playground","rotating",14,"benzene_1_ethyl_2_methyl","0.1 [0.1, 0.1]","1-Ethyl-2-Methylbenzene","benz1ethyl2methyl",120.19,"Benzene Derivatives","Alkylbenzenes",2,3
"Finnegan Playground","rotating",14,"benzene_1_ethyl_3_methyl","0.3 [0.2, 0.4]","1-Ethyl-3-Methylbenzene","benz1ethyl3methyl",120.19,"Benzene Derivatives","Alkylbenzenes",2,4
"Finnegan Playground","rotating",14,"benzene_1_ethyl_4_methyl","0.1 [0.1, 0.1]","1-Ethyl-4-Methylbenzene","benz1ethyl4methyl",120.19,"Benzene Derivatives","Alkylbenzenes",2,5
"Finnegan Playground","rotating",14,"benzene_propyl","0.1 [0.1, 0.2]","Propylbenzene","propylbenzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,6
"Finnegan Playground","rotating",14,"mesitylene","0.3 [0.3, 0.4]","Mesitylene","mesitylene",120.19,"Benzene Derivatives","Alkylbenzenes",2,7
"Finnegan Playground","rotating",14,"n_hexane","0.8 [0.4, 1.2]","n-Hexane","hexane",86.18,"Alkanes","C6-C9 Alkanes",3,1
"Finnegan Playground","rotating",14,"heptane","0.6 [0.5, 0.9]","Heptane","heptane",100.21,"Alkanes","C6-C9 Alkanes",3,2
"Finnegan Playground","rotating",14,"octane","0.3 [0.2, 0.4]","Octane","octane",114.23,"Alkanes","C6-C9 Alkanes",3,3
"Finnegan Playground","rotating",14,"nonane","0.3 [0.2, 0.8]","Nonane","nonane",128.25,"Alkanes","C6-C9 Alkanes",3,4
"Finnegan Playground","rotating",14,"decane","0.5 [0.4, 0.6]","Decane","decane",149.29,"Alkanes","C10-C12 Alkanes",4,1
"Finnegan Playground","rotating",14,"undecane","0.9 [0.4, 1.4]","Undecane","undecane",156.31,"Alkanes","C10-C12 Alkanes",4,2
"Finnegan Playground","rotating",14,"dodecane","0.7 [0.2, 1.2]","Dodecane","dodecane",170.34,"Alkanes","C10-C12 Alkanes",4,3
"Finnegan Playground","rotating",14,"butane_2_methyl","0.3 [0.1, 0.5]","Isopentane","butane_2_methyl",72.151,"Alkanes","Other Alkanes",5,1
"Finnegan Playground","rotating",14,"pentane_2_methyl","3.1 [2.2, 4.0]","Isohexane","pentane_2_methyl",86.178,"Alkanes","Other Alkanes",5,2
"Finnegan Playground","rotating",14,"hexane_2_methyl","0.5 [0.4, 0.6]","2-Methylhexane","hexane2methyl",100.2,"Alkanes","Other Alkanes",5,3
"Finnegan Playground","rotating",14,"hexane_3_methyl","1.2 [1.0, 1.3]","3-Methylhexane","hexane_3_methyl",100.205,"Alkanes","Other Alkanes",5,4
"Finnegan Playground","rotating",14,"heptane_3_methyl","0.5 [0.4, 0.5]","3-Methylheptane","heptane3methyl",114.23,"Alkanes","Other Alkanes",5,5
"Finnegan Playground","rotating",14,"pentane_3_methyl","1.1 [0.8, 1.4]","3-Methylpentane","pentane_3_methyl",86.178,"Alkanes","Other Alkanes",5,6
"Finnegan Playground","rotating",14,"pentane_2_4_dimethyl","0.2 [0.2, 0.2]","2,4-Dimethylpentane","pentane_2_4_dimethyl",100.205,"Alkanes","Other Alkanes",5,7
"Finnegan Playground","rotating",14,"pentane_2_3_4_trimethyl","0.2 [0.2, 0.2]","2,3,4-Trimethylpentane","pentane_2_3_4_trimethyl",114.232,"Alkanes","Other Alkanes",5,8
"Finnegan Playground","rotating",14,"cyclohexane_methyl","0.9 [0.7, 0.9]","Methylcyclohexane","cyclohexane_methyl",98.189,"Cyclohexanes","Other Alkanes",5,9
"Finnegan Playground","rotating",14,"x1_hexene","0.2 [0.1, 0.2]","1-Hexene","x1_hexene",84.162,"Alkenes","Alkenes",6,1
"Finnegan Playground","rotating",14,"x2_pentene_z_cis","0.1 [0.0, 0.1]","cis-2-Pentene","x2_pentene_z_cis",70.1329,"Alkenes","Alkenes",6,2
"Finnegan Playground","rotating",14,"x1_3_butadiene_2_methyl","0.0 [0.0, 0.1]","Isoprene","x1_3_butadiene_2_methyl",68.12,"Alkenes","Alkenes",6,3
"Finnegan Playground","rotating",14,"x2_hexanone","0.0 [0.0, 0.0]","2-Hexanone","x2_hexanone",100.161,"Ketones","Ketones",7,1
"Finnegan Playground","rotating",14,"methyl_isobutyl_ketone","0.0 [0.0, 0.0]","Methyl isobutyl ketone","methyl_isobutyl_ketone",100.16,"Ketones","Ketones",7,2
"Finnegan Playground","rotating",14,"trichloromethane","0.2 [0.1, 0.2]","Chloroform","trichloromethane",119.37,"Chlorinated Compounds","Chlorinated Compounds",8,1
"Finnegan Playground","rotating",14,"carbon_tetrachloride","1.8 [1.2, 2.4]","Carbon tetrachloride","carbon_tetrachloride",153.81,"Chlorinated Compounds","Chlorinated Compounds",8,2
"Finnegan Playground","rotating",14,"tetrachloroethylene","0.2 [0.2, 0.2]","Tetrachloroethylene","tce",165.83,"Chlorinated Compounds","Chlorinated Compounds",8,3
"Finnegan Playground","rotating",14,"trichloromonofluoromethane","0.4 [0.3, 0.7]","Trichlorofluoromethane","trichlorofluoromethane",137.37,"Chlorinated Compounds","Chlorinated Compounds",8,4
"Finnegan Playground","rotating",14,"benzene_1_2_dichloro","0.1 [0.1, 0.1]","1,2-dichlorobenzene","benz12chloro",147.01,"Benzene Derivatives","Chlorinated Compounds",8,5
"31st & Grays Ferry","rotating",15,"benzene","1.2 [0.8, 1.7]","Benzene","benzene",78.11,"BTEX","BTEX",1,1
"31st & Grays Ferry","rotating",15,"toluene","2.5 [1.9, 3.4]","Toluene","toluene",92.14,"BTEX","BTEX",1,2
"31st & Grays Ferry","rotating",15,"ethylbenzene","0.5 [0.5, 0.6]","Ethylbenzene","etbenz",106.17,"BTEX","BTEX",1,3
"31st & Grays Ferry","rotating",15,"m_p_xylene_2","3.4 [2.8, 4.2]","(m+p)-Xylenes","mpxylene",106.16,"BTEX","BTEX",1,4
"31st & Grays Ferry","rotating",15,"o_xylene","0.8 [0.8, 0.9]","o-Xylene","oxylene",106.16,"BTEX","BTEX",1,5
"31st & Grays Ferry","rotating",15,"xylenes","4.2 [3.6, 5.0]","Total Xylenes","xylenes",106.16,"BTEX","BTEX",1,6
"31st & Grays Ferry","rotating",15,"benzene_1_4_diethyl","0.1 [0.1, 0.1]","1,4-Diethylbenzene","benzene_1_4_diethyl",134.221,"Benzene Derivatives","Alkylbenzenes",2,1
"31st & Grays Ferry","rotating",15,"benzene_1_2_3_trimethyl","0.2 [0.1, 0.2]","1,2,3-Trimethylbenzene","benzene_1_2_3_trimethyl",120.194,"Benzene Derivatives","Alkylbenzenes",2,2
"31st & Grays Ferry","rotating",15,"benzene_1_ethyl_2_methyl","0.1 [0.1, 0.2]","1-Ethyl-2-Methylbenzene","benz1ethyl2methyl",120.19,"Benzene Derivatives","Alkylbenzenes",2,3
"31st & Grays Ferry","rotating",15,"benzene_1_ethyl_3_methyl","0.4 [0.3, 0.4]","1-Ethyl-3-Methylbenzene","benz1ethyl3methyl",120.19,"Benzene Derivatives","Alkylbenzenes",2,4
"31st & Grays Ferry","rotating",15,"benzene_1_ethyl_4_methyl","0.2 [0.2, 0.2]","1-Ethyl-4-Methylbenzene","benz1ethyl4methyl",120.19,"Benzene Derivatives","Alkylbenzenes",2,5
"31st & Grays Ferry","rotating",15,"benzene_propyl","0.2 [0.1, 0.2]","Propylbenzene","propylbenzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,6
"31st & Grays Ferry","rotating",15,"mesitylene","0.4 [0.4, 0.5]","Mesitylene","mesitylene",120.19,"Benzene Derivatives","Alkylbenzenes",2,7
"31st & Grays Ferry","rotating",15,"n_hexane","1.0 [0.5, 1.4]","n-Hexane","hexane",86.18,"Alkanes","C6-C9 Alkanes",3,1
"31st & Grays Ferry","rotating",15,"heptane","0.8 [0.5, 1.0]","Heptane","heptane",100.21,"Alkanes","C6-C9 Alkanes",3,2
"31st & Grays Ferry","rotating",15,"octane","0.3 [0.2, 0.4]","Octane","octane",114.23,"Alkanes","C6-C9 Alkanes",3,3
"31st & Grays Ferry","rotating",15,"nonane","0.4 [0.3, 0.6]","Nonane","nonane",128.25,"Alkanes","C6-C9 Alkanes",3,4
"31st & Grays Ferry","rotating",15,"decane","0.4 [0.3, 0.5]","Decane","decane",149.29,"Alkanes","C10-C12 Alkanes",4,1
"31st & Grays Ferry","rotating",15,"undecane","0.6 [0.5, 0.6]","Undecane","undecane",156.31,"Alkanes","C10-C12 Alkanes",4,2
"31st & Grays Ferry","rotating",15,"dodecane","0.3 [0.2, 0.4]","Dodecane","dodecane",170.34,"Alkanes","C10-C12 Alkanes",4,3
"31st & Grays Ferry","rotating",15,"butane_2_methyl","0.3 [0.1, 0.5]","Isopentane","butane_2_methyl",72.151,"Alkanes","Other Alkanes",5,1
"31st & Grays Ferry","rotating",15,"pentane_2_methyl","3.5 [2.6, 4.5]","Isohexane","pentane_2_methyl",86.178,"Alkanes","Other Alkanes",5,2
"31st & Grays Ferry","rotating",15,"hexane_2_methyl","0.6 [0.5, 0.7]","2-Methylhexane","hexane2methyl",100.2,"Alkanes","Other Alkanes",5,3
"31st & Grays Ferry","rotating",15,"hexane_3_methyl","1.3 [1.1, 1.5]","3-Methylhexane","hexane_3_methyl",100.205,"Alkanes","Other Alkanes",5,4
"31st & Grays Ferry","rotating",15,"heptane_3_methyl","0.5 [0.5, 0.6]","3-Methylheptane","heptane3methyl",114.23,"Alkanes","Other Alkanes",5,5
"31st & Grays Ferry","rotating",15,"pentane_3_methyl","1.2 [1.0, 1.5]","3-Methylpentane","pentane_3_methyl",86.178,"Alkanes","Other Alkanes",5,6
"31st & Grays Ferry","rotating",15,"pentane_2_4_dimethyl","0.2 [0.2, 0.3]","2,4-Dimethylpentane","pentane_2_4_dimethyl",100.205,"Alkanes","Other Alkanes",5,7
"31st & Grays Ferry","rotating",15,"pentane_2_3_4_trimethyl","0.3 [0.3, 0.3]","2,3,4-Trimethylpentane","pentane_2_3_4_trimethyl",114.232,"Alkanes","Other Alkanes",5,8
"31st & Grays Ferry","rotating",15,"cyclohexane_methyl","1.0 [0.8, 1.1]","Methylcyclohexane","cyclohexane_methyl",98.189,"Cyclohexanes","Other Alkanes",5,9
"31st & Grays Ferry","rotating",15,"x1_hexene","0.2 [0.1, 0.2]","1-Hexene","x1_hexene",84.162,"Alkenes","Alkenes",6,1
"31st & Grays Ferry","rotating",15,"x2_pentene_z_cis","0.0 [0.0, 0.1]","cis-2-Pentene","x2_pentene_z_cis",70.1329,"Alkenes","Alkenes",6,2
"31st & Grays Ferry","rotating",15,"x1_3_butadiene_2_methyl","0.0 [0.0, 0.0]","Isoprene","x1_3_butadiene_2_methyl",68.12,"Alkenes","Alkenes",6,3
"31st & Grays Ferry","rotating",15,"x2_hexanone","0.0 [0.0, 0.0]","2-Hexanone","x2_hexanone",100.161,"Ketones","Ketones",7,1
"31st & Grays Ferry","rotating",15,"methyl_isobutyl_ketone","0.0 [0.0, 0.0]","Methyl isobutyl ketone","methyl_isobutyl_ketone",100.16,"Ketones","Ketones",7,2
"31st & Grays Ferry","rotating",15,"trichloromethane","0.2 [0.1, 0.2]","Chloroform","trichloromethane",119.37,"Chlorinated Compounds","Chlorinated Compounds",8,1
"31st & Grays Ferry","rotating",15,"carbon_tetrachloride","1.7 [1.2, 2.3]","Carbon tetrachloride","carbon_tetrachloride",153.81,"Chlorinated Compounds","Chlorinated Compounds",8,2
"31st & Grays Ferry","rotating",15,"tetrachloroethylene","0.1 [0.1, 0.2]","Tetrachloroethylene","tce",165.83,"Chlorinated Compounds","Chlorinated Compounds",8,3
"31st & Grays Ferry","rotating",15,"trichloromonofluoromethane","0.4 [0.3, 0.6]","Trichlorofluoromethane","trichlorofluoromethane",137.37,"Chlorinated Compounds","Chlorinated Compounds",8,4
"31st & Grays Ferry","rotating",15,"benzene_1_2_dichloro","0.1 [0.1, 0.1]","1,2-dichlorobenzene","benz12chloro",147.01,"Benzene Derivatives","Chlorinated Compounds",8,5
"Crescent Park","rotating",16,"benzene","1.1 [0.9, 1.3]","Benzene","benzene",78.11,"BTEX","BTEX",1,1
"Crescent Park","rotating",16,"toluene","2.1 [1.7, 2.5]","Toluene","toluene",92.14,"BTEX","BTEX",1,2
"Crescent Park","rotating",16,"ethylbenzene","0.5 [0.4, 0.6]","Ethylbenzene","etbenz",106.17,"BTEX","BTEX",1,3
"Crescent Park","rotating",16,"m_p_xylene_2","3.1 [2.8, 3.5]","(m+p)-Xylenes","mpxylene",106.16,"BTEX","BTEX",1,4
"Crescent Park","rotating",16,"o_xylene","0.7 [0.6, 0.8]","o-Xylene","oxylene",106.16,"BTEX","BTEX",1,5
"Crescent Park","rotating",16,"xylenes","3.7 [3.4, 4.3]","Total Xylenes","xylenes",106.16,"BTEX","BTEX",1,6
"Crescent Park","rotating",16,"benzene_1_4_diethyl","0.1 [0.1, 0.1]","1,4-Diethylbenzene","benzene_1_4_diethyl",134.221,"Benzene Derivatives","Alkylbenzenes",2,1
"Crescent Park","rotating",16,"benzene_1_2_3_trimethyl","0.1 [0.1, 0.1]","1,2,3-Trimethylbenzene","benzene_1_2_3_trimethyl",120.194,"Benzene Derivatives","Alkylbenzenes",2,2
"Crescent Park","rotating",16,"benzene_1_ethyl_2_methyl","0.1 [0.1, 0.1]","1-Ethyl-2-Methylbenzene","benz1ethyl2methyl",120.19,"Benzene Derivatives","Alkylbenzenes",2,3
"Crescent Park","rotating",16,"benzene_1_ethyl_3_methyl","0.3 [0.3, 0.3]","1-Ethyl-3-Methylbenzene","benz1ethyl3methyl",120.19,"Benzene Derivatives","Alkylbenzenes",2,4
"Crescent Park","rotating",16,"benzene_1_ethyl_4_methyl","0.1 [0.1, 0.2]","1-Ethyl-4-Methylbenzene","benz1ethyl4methyl",120.19,"Benzene Derivatives","Alkylbenzenes",2,5
"Crescent Park","rotating",16,"benzene_propyl","0.2 [0.1, 0.2]","Propylbenzene","propylbenzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,6
"Crescent Park","rotating",16,"mesitylene","0.3 [0.3, 0.4]","Mesitylene","mesitylene",120.19,"Benzene Derivatives","Alkylbenzenes",2,7
"Crescent Park","rotating",16,"n_hexane","1.0 [0.9, 1.1]","n-Hexane","hexane",86.18,"Alkanes","C6-C9 Alkanes",3,1
"Crescent Park","rotating",16,"heptane","0.8 [0.7, 0.9]","Heptane","heptane",100.21,"Alkanes","C6-C9 Alkanes",3,2
"Crescent Park","rotating",16,"octane","0.3 [0.2, 0.8]","Octane","octane",114.23,"Alkanes","C6-C9 Alkanes",3,3
"Crescent Park","rotating",16,"nonane","0.5 [0.3, 1.1]","Nonane","nonane",128.25,"Alkanes","C6-C9 Alkanes",3,4
"Crescent Park","rotating",16,"decane","0.4 [0.4, 0.5]","Decane","decane",149.29,"Alkanes","C10-C12 Alkanes",4,1
"Crescent Park","rotating",16,"undecane","0.5 [0.4, 0.5]","Undecane","undecane",156.31,"Alkanes","C10-C12 Alkanes",4,2
"Crescent Park","rotating",16,"dodecane","0.2 [0.2, 0.2]","Dodecane","dodecane",170.34,"Alkanes","C10-C12 Alkanes",4,3
"Crescent Park","rotating",16,"butane_2_methyl","0.8 [0.5, 1.0]","Isopentane","butane_2_methyl",72.151,"Alkanes","Other Alkanes",5,1
"Crescent Park","rotating",16,"pentane_2_methyl","4.9 [4.2, 6.1]","Isohexane","pentane_2_methyl",86.178,"Alkanes","Other Alkanes",5,2
"Crescent Park","rotating",16,"hexane_2_methyl","0.6 [0.5, 0.7]","2-Methylhexane","hexane2methyl",100.2,"Alkanes","Other Alkanes",5,3
"Crescent Park","rotating",16,"hexane_3_methyl","1.3 [1.2, 1.5]","3-Methylhexane","hexane_3_methyl",100.205,"Alkanes","Other Alkanes",5,4
"Crescent Park","rotating",16,"heptane_3_methyl","0.5 [0.4, 0.5]","3-Methylheptane","heptane3methyl",114.23,"Alkanes","Other Alkanes",5,5
"Crescent Park","rotating",16,"pentane_3_methyl","1.8 [1.6, 2.2]","3-Methylpentane","pentane_3_methyl",86.178,"Alkanes","Other Alkanes",5,6
"Crescent Park","rotating",16,"pentane_2_4_dimethyl","0.3 [0.2, 0.4]","2,4-Dimethylpentane","pentane_2_4_dimethyl",100.205,"Alkanes","Other Alkanes",5,7
"Crescent Park","rotating",16,"pentane_2_3_4_trimethyl","0.3 [0.2, 0.3]","2,3,4-Trimethylpentane","pentane_2_3_4_trimethyl",114.232,"Alkanes","Other Alkanes",5,8
"Crescent Park","rotating",16,"cyclohexane_methyl","1.0 [1.0, 1.2]","Methylcyclohexane","cyclohexane_methyl",98.189,"Cyclohexanes","Other Alkanes",5,9
"Crescent Park","rotating",16,"x1_hexene","0.2 [0.1, 0.2]","1-Hexene","x1_hexene",84.162,"Alkenes","Alkenes",6,1
"Crescent Park","rotating",16,"x2_pentene_z_cis","0.0 [0.0, 0.1]","cis-2-Pentene","x2_pentene_z_cis",70.1329,"Alkenes","Alkenes",6,2
"Crescent Park","rotating",16,"x1_3_butadiene_2_methyl","0.0 [0.0, 0.0]","Isoprene","x1_3_butadiene_2_methyl",68.12,"Alkenes","Alkenes",6,3
"Crescent Park","rotating",16,"x2_hexanone","0.0 [0.0, 0.0]","2-Hexanone","x2_hexanone",100.161,"Ketones","Ketones",7,1
"Crescent Park","rotating",16,"methyl_isobutyl_ketone","0.0 [0.0, 0.1]","Methyl isobutyl ketone","methyl_isobutyl_ketone",100.16,"Ketones","Ketones",7,2
"Crescent Park","rotating",16,"trichloromethane","0.2 [0.2, 0.2]","Chloroform","trichloromethane",119.37,"Chlorinated Compounds","Chlorinated Compounds",8,1
"Crescent Park","rotating",16,"carbon_tetrachloride","2.1 [1.9, 2.3]","Carbon tetrachloride","carbon_tetrachloride",153.81,"Chlorinated Compounds","Chlorinated Compounds",8,2
"Crescent Park","rotating",16,"tetrachloroethylene","0.2 [0.2, 0.2]","Tetrachloroethylene","tce",165.83,"Chlorinated Compounds","Chlorinated Compounds",8,3
"Crescent Park","rotating",16,"trichloromonofluoromethane","1.1 [0.8, 1.4]","Trichlorofluoromethane","trichlorofluoromethane",137.37,"Chlorinated Compounds","Chlorinated Compounds",8,4
"Crescent Park","rotating",16,"benzene_1_2_dichloro","0.2 [0.2, 0.2]","1,2-dichlorobenzene","benz12chloro",147.01,"Benzene Derivatives","Chlorinated Compounds",8,5
"Audenreid School","rotating",18,"benzene","1.6 [1.6, 1.7]","Benzene","benzene",78.11,"BTEX","BTEX",1,1
"Audenreid School","rotating",18,"toluene","3.7 [3.3, 4.3]","Toluene","toluene",92.14,"BTEX","BTEX",1,2
"Audenreid School","rotating",18,"ethylbenzene","1.1 [1.0, 1.2]","Ethylbenzene","etbenz",106.17,"BTEX","BTEX",1,3
"Audenreid School","rotating",18,"m_p_xylene_2","7.3 [6.5, 7.7]","(m+p)-Xylenes","mpxylene",106.16,"BTEX","BTEX",1,4
"Audenreid School","rotating",18,"o_xylene","1.5 [1.4, 1.6]","o-Xylene","oxylene",106.16,"BTEX","BTEX",1,5
"Audenreid School","rotating",18,"xylenes","8.9 [7.9, 9.3]","Total Xylenes","xylenes",106.16,"BTEX","BTEX",1,6
"Audenreid School","rotating",18,"benzene_1_4_diethyl","0.2 [0.1, 0.2]","1,4-Diethylbenzene","benzene_1_4_diethyl",134.221,"Benzene Derivatives","Alkylbenzenes",2,1
"Audenreid School","rotating",18,"benzene_1_2_3_trimethyl","0.3 [0.2, 0.3]","1,2,3-Trimethylbenzene","benzene_1_2_3_trimethyl",120.194,"Benzene Derivatives","Alkylbenzenes",2,2
"Audenreid School","rotating",18,"benzene_1_ethyl_2_methyl","0.2 [0.2, 0.2]","1-Ethyl-2-Methylbenzene","benz1ethyl2methyl",120.19,"Benzene Derivatives","Alkylbenzenes",2,3
"Audenreid School","rotating",18,"benzene_1_ethyl_3_methyl","0.6 [0.6, 0.7]","1-Ethyl-3-Methylbenzene","benz1ethyl3methyl",120.19,"Benzene Derivatives","Alkylbenzenes",2,4
"Audenreid School","rotating",18,"benzene_1_ethyl_4_methyl","0.2 [0.2, 0.3]","1-Ethyl-4-Methylbenzene","benz1ethyl4methyl",120.19,"Benzene Derivatives","Alkylbenzenes",2,5
"Audenreid School","rotating",18,"benzene_propyl","0.3 [0.3, 0.3]","Propylbenzene","propylbenzene",120.19,"Benzene Derivatives","Alkylbenzenes",2,6
"Audenreid School","rotating",18,"mesitylene","0.7 [0.6, 0.7]","Mesitylene","mesitylene",120.19,"Benzene Derivatives","Alkylbenzenes",2,7
"Audenreid School","rotating",18,"n_hexane","2.5 [2.2, 2.5]","n-Hexane","hexane",86.18,"Alkanes","C6-C9 Alkanes",3,1
"Audenreid School","rotating",18,"heptane","1.5 [1.4, 1.6]","Heptane","heptane",100.21,"Alkanes","C6-C9 Alkanes",3,2
"Audenreid School","rotating",18,"octane","0.5 [0.4, 0.6]","Octane","octane",114.23,"Alkanes","C6-C9 Alkanes",3,3
"Audenreid School","rotating",18,"nonane","0.5 [0.4, 0.7]","Nonane","nonane",128.25,"Alkanes","C6-C9 Alkanes",3,4
"Audenreid School","rotating",18,"decane","0.5 [0.4, 0.6]","Decane","decane",149.29,"Alkanes","C10-C12 Alkanes",4,1
"Audenreid School","rotating",18,"undecane","0.5 [0.4, 0.6]","Undecane","undecane",156.31,"Alkanes","C10-C12 Alkanes",4,2
"Audenreid School","rotating",18,"dodecane","0.2 [0.2, 0.3]","Dodecane","dodecane",170.34,"Alkanes","C10-C12 Alkanes",4,3
"Audenreid School","rotating",18,"butane_2_methyl","1.3 [1.2, 1.5]","Isopentane","butane_2_methyl",72.151,"Alkanes","Other Alkanes",5,1
"Audenreid School","rotating",18,"pentane_2_methyl","11.5 [10.7, 12.3]","Isohexane","pentane_2_methyl",86.178,"Alkanes","Other Alkanes",5,2
"Audenreid School","rotating",18,"hexane_2_methyl","1.6 [1.4, 1.7]","2-Methylhexane","hexane2methyl",100.2,"Alkanes","Other Alkanes",5,3
"Audenreid School","rotating",18,"hexane_3_methyl","3.4 [3.1, 3.5]","3-Methylhexane","hexane_3_methyl",100.205,"Alkanes","Other Alkanes",5,4
"Audenreid School","rotating",18,"heptane_3_methyl","1.2 [1.1, 1.3]","3-Methylheptane","heptane3methyl",114.23,"Alkanes","Other Alkanes",5,5
"Audenreid School","rotating",18,"pentane_3_methyl","4.4 [3.8, 4.8]","3-Methylpentane","pentane_3_methyl",86.178,"Alkanes","Other Alkanes",5,6
"Audenreid School","rotating",18,"pentane_2_4_dimethyl","0.6 [0.5, 0.6]","2,4-Dimethylpentane","pentane_2_4_dimethyl",100.205,"Alkanes","Other Alkanes",5,7
"Audenreid School","rotating",18,"pentane_2_3_4_trimethyl","0.7 [0.6, 0.7]","2,3,4-Trimethylpentane","pentane_2_3_4_trimethyl",114.232,"Alkanes","Other Alkanes",5,8
"Audenreid School","rotating",18,"cyclohexane_methyl","2.6 [2.4, 2.7]","Methylcyclohexane","cyclohexane_methyl",98.189,"Cyclohexanes","Other Alkanes",5,9
"Audenreid School","rotating",18,"x1_hexene","0.3 [0.3, 0.4]","1-Hexene","x1_hexene",84.162,"Alkenes","Alkenes",6,1
"Audenreid School","rotating",18,"x2_pentene_z_cis","0.1 [0.1, 0.1]","cis-2-Pentene","x2_pentene_z_cis",70.1329,"Alkenes","Alkenes",6,2
"Audenreid School","rotating",18,"x1_3_butadiene_2_methyl","0.0 [0.0, 0.0]","Isoprene","x1_3_butadiene_2_methyl",68.12,"Alkenes","Alkenes",6,3
"Audenreid School","rotating",18,"x2_hexanone","0.0 [0.0, 0.0]","2-Hexanone","x2_hexanone",100.161,"Ketones","Ketones",7,1
